"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule","RevisionsAvailableDate_val","FundingVehicle_val","RFPIssueDate_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2018","","AFLCMC Wright Patterson AFB","2017-12","2019-10","22","15.358","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-8-02ffc4d0a96b87247e2ec03cbe8f7e00f181a6fb","","","2016-07","22","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-8-59e00a9881705323588f40009eb591b358d08fad","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-8-55700e33b463df50a7af51ac1a7d5d7fca1f4170","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2019","","AFLCMC Wright Patterson AFB","2018-12","2020-10","16","15.936","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-9-4ea7155e9d3fd87e55ba8e06ebd2e51c28436276","","","2017-07","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-9-09b18c0243a9974a1c32464cfe7abc48cb8822c7","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-9-a97e4770a8f80ea42375b8572604db7a1bff007f","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-091a9741aca49b516d72686fd738c38b5a756118"
"2010","","AFLCMC Wright Patterson AFB","2011-12","2013-01","7","1.729","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-9a564652e805ff0d85b9e7d895e136111427e2a1","","","2011-02","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d4eb6a88d512a756bf1bb9388ebb711de3afe4fa","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c75630b2607577e2a19fdbcc67253d1e00ca5e5d","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c77a6c048d799e63a90a35c5188569a1ffad45ca"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2013-04","13","1.889","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-9571232654af85ddaef7801fb963f7876ae8ca3f","","","2011-04","13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-8ab3753ac0cfa6ba164d5e3c976d7ccfb1c91163","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-664b5183f86da7c27f33cec02d395af5a50e55de","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c77a6c048d799e63a90a35c5188569a1ffad45ca"
"2016","","AFLCMC Wright Patterson AFB","2015-10","2017-04","4","3.459","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-b7702625fa1647b9d366daad5489495b3a8699bb","2014-11","","2014-11","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-129c760146c8f0b233201da1d7a95d69d12370c6","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-4f47823e9c3b37a730ec2b15b2a28e3002fef341","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c77a6c048d799e63a90a35c5188569a1ffad45ca"
"2017","","AFLCMC Wright Patterson AFB","2016-10","2018-04","6","3.562","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-03905d21516b843f0f0fdabaf46e243c20179809","2014-11","","2015-11","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-a572d793bce3c959ac593282270d676441a27d66","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-d779fc61cc19e313ee7b6d4c696d85c299916be9","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c77a6c048d799e63a90a35c5188569a1ffad45ca"
"2019","","AFLCMC Wright Patterson AFB","2018-10","2020-04","23","3.780","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-0c67786a14a49afe5017bdd72945f870b4cb9c4e","2014-11","","2017-11","23","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-1d1611e7a6c3549eab1b239358a6d57d30e6988c","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-6ee87f56c2ea414883a47b80d581329dc791131c","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c77a6c048d799e63a90a35c5188569a1ffad45ca"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2013-07","1","3.205","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-b88c50ed258f4f9ac9952109dfd853cf58e18513","","","2011-04","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c9530d22393c1495fb583cf3060b1a469e2595a4","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-de42847ecd043facdd8816f54015308e01e0e2f0","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d82042865d94ea97fee9e00c256fd3098167abf8"
"2016","","AFLCMC Wright Patterson AFB","2015-10","2017-04","6","4.048","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-e753f6048e5076ae3e546b7dfdf065a897071a1c","2014-11","","2014-11","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-d63eaaac4cc5924b235783d96c6c1ba0f0c70298","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-268fff19752c609c2018ad97f282cdbfbbd4cd19","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d82042865d94ea97fee9e00c256fd3098167abf8"
"2017","","AFLCMC Wright Patterson AFB","2016-10","2018-04","7","4.170","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-e1f609fba1c01a614307618c90f676782749b960","2014-11","","2015-11","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-a5723783dbf0072a71a31e127e31b81a53ed3e5d","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-8954ec6c5c5f01bb10b8451c6be5b95e9737dfd1","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d82042865d94ea97fee9e00c256fd3098167abf8"
"2018","","AFLCMC Wright Patterson AFB","2017-10","2019-04","24","4.295","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-7cd1bee12bf81f40e0c735629da6635ef0654a0c","2014-11","","2016-11","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-c4c51ca4c6c1e1f83d34582b5e9a9d3626e111ad","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-473915ac907b51afc0804fcd3b7c627427ffe2cb","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d82042865d94ea97fee9e00c256fd3098167abf8"
"2019","","AFLCMC Wright Patterson AFB","2018-10","2020-04","1","4.424","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-3f00f7f7c2314951c61dfb336c6a6963acd98d7e","2014-11","","2017-11","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-1bdbf12244655bde942840719ac06ad98644634e","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-83d3513214de8ba690bef7789511d3ec8384b939","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d82042865d94ea97fee9e00c256fd3098167abf8"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2012-12","5","5.269","true","SS","FFP","","","","2011-04","","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-cb1c34bc9b3e2c9d7e45449556c29136d1f51cc1","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-bb4fb5b94ce68c535ae334fa908dcb0f913bca70"
"2008","","AFLCMC Wright Patterson AFB","2010-09","2011-10","60","0.321","true","SS","FFP","","","","2010-02","","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-f933178e2ffa61ff8a6432554be288e8c676d81a","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-1d71634dd977a2fd96ca6900aea3c4cde2cf65de"
"2010","","AFLCMC Wright Patterson AFB","2011-03","2012-07","6","0.364","true","SS","FFP","","","","2010-02","","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-ae958580fad928b494cbe2dd2782ad500845e93b","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-1d71634dd977a2fd96ca6900aea3c4cde2cf65de"
"2012","","AFLCMC Wright Patterson AFB","2014-04","2015-06","59","0.406","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-ba231c0fa8c3bcdf0dfd08d0d4ea86d624ece083","","","2012-11","59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-eb3e4b7dc3084f2cf7641485df71521ae485f7c7","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-ae80fd54b29dd0ad6df4568a8a834e9bde3112a2","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-1d71634dd977a2fd96ca6900aea3c4cde2cf65de"
"2009","","AFLCMC Wright Patterson AFB","2011-08","2012-12","10","4.884","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-8d2df8f707d735dd5587675164334309f359efc6","","","2010-04","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-700c454664dd287de38a0b32e869754add782d72","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d74552e56f76e59b1470de9e6012e1b80524b28c","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-5db851f62dd6bd32e2007695d6eb34a1683d8bca"
"2012","","AFLCMC Wright Patterson AFB","2014-03","2015-07","17","3.778","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-397a8eaac9d294b44c252b171b246655c3333bb9","","","2013-03","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-aab2766cec99dca6d2c031fc3777dadd48e4df4c","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-0f2961afa2f42530490d6790dc45af3c5db2dd8b","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-5db851f62dd6bd32e2007695d6eb34a1683d8bca"
"2016","","AFLCMC Wright Patterson AFB","2016-06","2017-12","4","3.865","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-290f19e8405efc478195f118fdc6b503ec049334","2016-04","","2015-12","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-b1f7382eac26f5204e31614836d9b5e9ddf9c2fe","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-b18bacc178ba1d277b4327ec6dd2d721dcf1101c","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-5db851f62dd6bd32e2007695d6eb34a1683d8bca"
"2010","","AFLCMC Wright Patterson AFB","2011-01","2011-11","24","10.405","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-540108bc7a9a1bab81aff31cd311a6c5d4796c05","","","2009-12","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-2ae7205841e60c4522370252157fed68a65d0e6a","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-ef6e2bfe4c2d421a7b2002db7329fe37948301cb","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-640dce5d265f5661a098542eee67b724d3bade80"
"2011","","AFLCMC Wright Patterson AFB","2011-12","2013-03","48","10.564","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-1-a3bb1f8eeb010bf03679be60aab996e294296721","","","2010-05","48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-1-d7517e4feb743c98339572ed8ba29a3f469fcd25","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-1-4c2cec108ad1757fd57838ba382882898f459626","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-640dce5d265f5661a098542eee67b724d3bade80"
"2012","","AFLCMC Wright Patterson AFB","2012-09","2014-02","48","9.909","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-2-06fc0b02cddad9995cfc82e00c432a23cae8b67a","","","2010-05","48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-2-88da902dddc417c592b08bd3627e6a1df8a09469","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-2-24c44a9c1f2104d49f5e1211c3da3e37f6303e74","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-640dce5d265f5661a098542eee67b724d3bade80"
"2013","","AFLCMC Wright Patterson AFB","2013-10","2015-08","36","12.134","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-3-0df936a4daf0d830ad32720842e0f1b9dbf67f4a","","","2012-04","36","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-3-acd0a5a4d7db2dc3c55e7713723befea04c29e5e","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-3-cc72ea50d8759832f74f231ad9e2880ce1101496","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-640dce5d265f5661a098542eee67b724d3bade80"
"2014","","AFLCMC Wright Patterson AFB","2014-07","2016-11","20","12.718","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-4-0fa2288de8a618c8a1e74bd7998fe372ebdbe017","","","2012-12","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-4-303a77b507d6364b67fbc686dbd7bf3de7a9259b","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-4-874c9a81f303e88d75105e0e6ac75f1c2cfb4593","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b491f3d8e2bd8e073fa80cd1bc9f6847144cba72-0-640dce5d265f5661a098542eee67b724d3bade80"
