"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","FundingVehicle_val","ContractMethod_val","ContractType_val","ItemNameSuffix_val","OCO_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","RevisionsAvailableDate_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013","","TBS","2013-02","2013-03","1","968.000","false","","","C","BPA","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-37a218cd7c060e9d006534d4f8a398492dff1c53","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-5d6da0bbc812eb08e3e488b33d85484402405c6f"
"2011","","GSA - FEDSIM, Alexandria, VA","2011-08","2011-10","1","920.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d4a79506cf2efe2b38fd24ee6f52e332cf329b5c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f306879918ad4e6391db6038726c969148de7105"
"2012","","TBS","2012-02","2012-04","1","44887.000","false","","","C","Various","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c0fcb5bf7a92c8c701928151d15b3d366b40d20c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9ef2b37d5ea619c80262adb9fd4049293c5098a6"
"2013","","TBS","2013-02","2013-05","1","12000.000","false","","","C","Various","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-66c54a6ea7f77cbcfcbf41fa5324a159604e3206","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-fac51725a9dc6628f40b25f03a8f414a99d81f2e"
"2013","","TBS","2013-02","2013-04","1","347.000","false","","","C","Various","2","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-753184a9aed36feddeb86c7f56e9bb15f1bd145e","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-fac51725a9dc6628f40b25f03a8f414a99d81f2e"
"2013","","TBS","2013-02","2013-04","1","12000.000","false","","","C","Various","3","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-8c5308e67fc25575fe9a9409d15e4ca85eb2e4aa","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-fac51725a9dc6628f40b25f03a8f414a99d81f2e"
"2013","","TBS","2013-02","2013-03","1","347.000","false","","","C","Various","4","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-3-7b2c662982aeb032ec063e50aff8c572825ff299","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-fac51725a9dc6628f40b25f03a8f414a99d81f2e"
"2011","","ACCNCR, Ft. Belvoir, VA","2011-09","2011-11","1","3467.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-ef4f0018d2e69d911fb4bd8fffb45a20ccd7d598","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1873077ca3389fd6ae761d8fba6decd39e03d00d"
"2011","","ACCNCR, Ft. Belvoir, VA","2011-09","2011-09","0","452.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-bdc86e1c74e00bdc8368fb2190d07342e4046600","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-6ce7bcc226f044afb471faac0c9f55764e09801d"
"2012","","TBS","2012-02","2012-04","1","3959.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-7ffcb285115d312cff533bcec7b51ff8b24aa24e","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-32fb92baf0474b7793b654905d1abcbd5268ce68"
"2013","","TBS","2013-02","2013-04","1","2464.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-f8f2f3148eb62d6314cbfd23635e0bbc488a82e2","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-32fb92baf0474b7793b654905d1abcbd5268ce68"
"2011","","ACCNCR, Ft. Belvoir, VA","2011-09","2011-10","1","23954.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6f04cbf18925f2d20c9994417df07cc6864342c7","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-251a112b4eb6779d9944c45ab32a1e90a8e29008"
"2012","","TBS","2012-03","2012-04","1","14260.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c85b9a64b9b7b18896064afc697925028e9698ce","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-1912be822226b3a34bf6fdb08d4086c29dd4219f"
"2013","","TBS","2013-02","2013-03","1","12266.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-ae15b50513e723318b4842e9005291cc58cb5f93","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-1912be822226b3a34bf6fdb08d4086c29dd4219f"
"2012","","TBS","2012-03","2012-04","1","15223.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-45bf5b900184b96c97d44f66c7969bbb39d8df51","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9819d2a9c3b9684ed9d8cde19e14fb54d2c452ba"
"2013","","TBS","2013-03","2013-04","1","10479.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-a80a3abfb74c0bef5432fc761a63ab3e8778875c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9819d2a9c3b9684ed9d8cde19e14fb54d2c452ba"
"2011","","TBS","2011-09","2011-11","1","2305.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-21ed856f9fbd586095669c0885dd6e31ff5fdbb5","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-297d50ed2441d6056dd7aa0d550ea4dfea15b1fb"
"2012","","TBS","2012-03","2012-05","1","1889.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-e7a68dfd3419848533eac2a7a2234710e6ffb91e","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-297d50ed2441d6056dd7aa0d550ea4dfea15b1fb"
"2013","","TBS","2013-02","2013-03","1","2239.000","false","","","C","FFP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-7123b24a4ce4dcd4f32452547b47176bfd2df95a","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-297d50ed2441d6056dd7aa0d550ea4dfea15b1fb"
"2011","","TBS","2011-09","2011-11","1","1161.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-2636bb7fa0f82551dae15c96b166a9d040144140","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-080feac1d6302aae6e847afde818827dc576536c"
"2012","","TBS","2012-02","2012-05","1","1567.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-5e11f04198d56062f0ae0d036a36e9c5c7636aac","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-080feac1d6302aae6e847afde818827dc576536c"
"2013","","TBS","2013-02","2013-03","1","1214.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-1d02c2c73586e4d4bed9aae651667cd65f6b5d2e","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-080feac1d6302aae6e847afde818827dc576536c"
"2011","","TBS","2011-09","2011-11","1","1393.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-02d486551f9c4b54441424568eaa69331eb464de","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-7926526f46509b9e5eaee6ad486d0f7ac6f04ea2"
"2012","","TBS","2012-02","2012-03","1","619.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-18b99e52bac80bb20a7af6d766c73c10c47ea298","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-7926526f46509b9e5eaee6ad486d0f7ac6f04ea2"
"2013","","TBS","2013-02","2013-04","1","887.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-cfd1482ca745c04642507a954b4affa01e0a3814","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-7926526f46509b9e5eaee6ad486d0f7ac6f04ea2"
"2011","","TBS","2011-09","2011-11","1","659.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-788dfb6550e60902fe3586b8bc31c395be5865b8","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dbf3ec63daa2958b75f1ee3f9c8cfd05f9b95bef"
"2012","","TBS","2012-02","2012-03","1","616.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-565c82a18bd115f934ebdd44f0fbab7efbf67c51","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dbf3ec63daa2958b75f1ee3f9c8cfd05f9b95bef"
"2013","","TBS","2013-02","2013-04","1","747.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-7175ab9f5b0c63fa13472abfb9c473fc85d19235","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dbf3ec63daa2958b75f1ee3f9c8cfd05f9b95bef"
"2011","","TBS","2011-10","2011-11","1","1939.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-073bc56699e97a4be8fe578c1bff9fc43a519615","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1dafb7e0f41b9a348d8ba46a468e2511ce050626"
"2012","","TBS","2012-02","2012-03","1","1421.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-e4411d6a8032908e6f986a399eda2ebf460968d2","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1dafb7e0f41b9a348d8ba46a468e2511ce050626"
"2013","","TBS","2013-02","2013-03","1","1960.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-bdead7eb44355d27a71716432b43e4f70b7b472f","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1dafb7e0f41b9a348d8ba46a468e2511ce050626"
"2011","","TBS","2011-10","2011-11","1","1318.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-a656bd8b2b31341616a2d8c2bc26583ac5d07f42","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1048a089d6c6e40e82ea42ce9ee7e19198dcdaee"
"2013","","TBS","2013-02","2013-04","0","0.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-f59f5e3ccb0042ba93f218cf08aecb35235f11a0","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1048a089d6c6e40e82ea42ce9ee7e19198dcdaee"
"2011","","TBS","2011-09","2011-11","1","2863.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f7298070a3ff71552cfca438979c90adcab7e8b9","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-73ec0f58a3d7e6a1700f562afaa30c12904e31b1"
"2012","","TBS","2012-02","2012-03","1","1443.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-8920b0e77daa9f823f1f9de4d33f6b8ee1dc7559","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-73ec0f58a3d7e6a1700f562afaa30c12904e31b1"
"2013","","TBS","2013-02","2013-03","1","1775.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-2-b07ffcb8fe42be5a0f5ce6bcd6c0ac80141c5cc0","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-73ec0f58a3d7e6a1700f562afaa30c12904e31b1"
"2012","","TBS","2012-02","2012-03","1","702.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c57532a8fd7911599c4d8028fc2ee865679c221c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-819d69dee0a501b30ba3271845ab8e499f8f9be8"
"2013","","TBS","2013-03","2013-04","1","261.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-1535c271302e0ac887245e7834a484f211095d27","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-819d69dee0a501b30ba3271845ab8e499f8f9be8"
"2012","","TBS","2012-03","2012-05","1","10000.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1ca45035d7432e54417b00da12268fb9218dc9a8","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6df6c96ff6a63919d46d4e844d59c4137e3e2bad"
"2011","","CHESS, Ft. Monmouth, NJ","2011-02","2011-03","1","4101.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c13050b8e096f29b68656354495345d2be152255","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f827191c5666ff770c688e158bb78cc606f96d94"
"2012","","TBS","2012-03","2012-04","1","18792.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-b61ed334ee04ecd854543368d53268598db25098","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-dda061f8b8260fdc2ac1415a63317b106cfc93c5"
"2013","","TBS","2013-02","2013-03","1","3150.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-50df718ce28b09448a2bd120109476ea3eec60b3","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-dda061f8b8260fdc2ac1415a63317b106cfc93c5"
"2011","","MICC, Ft. Gordon, GA","2011-04","2011-07","1","1030.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6fc2feeb6b916562164b5fd1c7db87ae2984a908","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-678d8ae2da22f3e7e56822b79268f79a61c2f50e"
"2012","","TBS","2012-04","2012-04","1","802.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c38f9a0a60747f0e3626720ca56accde4b9c1662","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-74fbe044d22ef0a812deed905a6bf4f0932a0de5"
"2011","","MICC, Ft. Eutis, VA","2011-09","2011-11","1","381.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-12e04438e7158930d40fe8ba96c51f91bf641d8c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-69f67e009e15b00ba13dc0ea354c274c9cd30cc7"
"2012","","TBS","2012-06","2012-09","1","328.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-e1ae8fac4bdb0f69f51dcfd65f98f5a6c4b670d7","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-538df85c27544363fe6015755923f923408e6759"
"2011","","DITCO, Scott AFB, IL","2011-12","2011-12","1","5344.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6ef954ef4d7fb18b965f94a961ded1686c0a435a","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-3ece403544fa9f953a452a70e40abb19a95efab9"
"2012","","TBS","2012-05","2012-06","1","8458.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-b7bdba3bdec9515be8da26c4105111b326748f5b","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-16d2c9a07b984d4025e28622674fdb7771866dda"
"2011","","TBS","2012-02","2012-03","1","3000.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-100ec5e86eda29d42be589972c560ef3bc511033","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9ca31d62413eea1058b601098e991f4c00d97fad"
"2011","","TBS","2011-09","2011-10","1","2373.000","false","","","C","FP","","","","","","","","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9ea6436fd68e2a2caaa398d799eb493aad43275c","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d373fb4df45492092847dd77f44e0f2e91c19141"
