"Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1298a1f2c6659556f54e1207e5839a95db38b564-0-2e18568666178b75457034d787355e69f9269ce4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1298a1f2c6659556f54e1207e5839a95db38b564-0-c066267a83809e42db24f8452fade75dd66c8b00","1298a1f2c6659556f54e1207e5839a95db38b564","root.record.ItemExhibitList.P5Item","1298a1f2c6659556f54e1207e5839a95db38b564-3-779ccd3e997c6588b63be9578274e042caceffbb"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1305c98727f7c17ddc9acdcb04e9896e32dc20dc-0-186555e5c81c75755d49e21b814b4c6dbbe1ea60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1305c98727f7c17ddc9acdcb04e9896e32dc20dc-0-f6168fe2aa0d0e52676a0eb086ed9454ac3bddc5","1305c98727f7c17ddc9acdcb04e9896e32dc20dc","root.record.ItemExhibitList.P5Item","1305c98727f7c17ddc9acdcb04e9896e32dc20dc-0-43cefb341f6021342d4cc3023df2a1c614b7155c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-132984b5c25d9d30f289301abd99886088a17860-0-d28a3b42550264975f0a73edd5fcb87344b8dee2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132984b5c25d9d30f289301abd99886088a17860-0-aded1a0fe84e24b052443de9aadca5515d117000","132984b5c25d9d30f289301abd99886088a17860","root.record.ItemExhibitList.P5Item","132984b5c25d9d30f289301abd99886088a17860-0-70a9b628ef4125ce42832719f98d4a5cd61c805d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1365f07070851cfcebabe951aa6c13d1ca827978-0-f742c0b3fa5ecf158155d8b0cf5909e52bcf9c56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365f07070851cfcebabe951aa6c13d1ca827978-0-a71cf3214ff28326f67634bbd8122794c9599788","1365f07070851cfcebabe951aa6c13d1ca827978","root.record.ItemExhibitList.P5Item","1365f07070851cfcebabe951aa6c13d1ca827978-0-ab782d8391c7b33e0674e96822ebd0b6c803ff9d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-14bd4baaa77ea4ab57561e04173fe9300ef00572-0-f5ad4347c39c34885c84eb1c07c870903aa6d37c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14bd4baaa77ea4ab57561e04173fe9300ef00572-0-ccdab5af2948b7b0040da5273ef2c73c42a5f6fb","14bd4baaa77ea4ab57561e04173fe9300ef00572","root.record.ItemExhibitList.P5Item","14bd4baaa77ea4ab57561e04173fe9300ef00572-0-3c6be1de8203cfdd95c65c1fab4631f1fd7a8a5c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-15862559356584d1584bc933805dd0dca8065d25-0-abfc4cb6a7301c9a4992424031f070d3a6a81c6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MISSILE","15862559356584d1584bc933805dd0dca8065d25-0-e371269ae63d042074821cea4718b461311216b7","15862559356584d1584bc933805dd0dca8065d25","root.record.ItemExhibitList.P5Item","15862559356584d1584bc933805dd0dca8065d25-0-807e9a6504c4e599375228888cd9278de206f0af"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-15862559356584d1584bc933805dd0dca8065d25-1-9b4cc1846a422b43a917e577bddea52bf3aec523","","","","","","","","","","","","","","Nonrecurring and Ancillary Equip","15862559356584d1584bc933805dd0dca8065d25-1-5011d9b2e677d7f4e9811c05a1e46044b058c4f3","15862559356584d1584bc933805dd0dca8065d25","root.record.ItemExhibitList.P5Item","15862559356584d1584bc933805dd0dca8065d25-0-807e9a6504c4e599375228888cd9278de206f0af"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-15862559356584d1584bc933805dd0dca8065d25-0-5974d9fea87e64dcde8d5021f5776430240494e6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MISSILE","15862559356584d1584bc933805dd0dca8065d25-0-d5601531858babd66485e970a0d25381cbecce07","15862559356584d1584bc933805dd0dca8065d25","root.record.ItemExhibitList.P5Item","15862559356584d1584bc933805dd0dca8065d25-1-d589cb69cd70a0c30bb0ec562bba7f2367142193"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-15862559356584d1584bc933805dd0dca8065d25-1-be93987c624af8f4b8b58ff963220841e0a5fdbb","","","","","","","","","","","","","","NonRecurring and Ancillary Equip","15862559356584d1584bc933805dd0dca8065d25-1-33e8c3110b1eefa85fe1068643b5ffec4c1a7f50","15862559356584d1584bc933805dd0dca8065d25","root.record.ItemExhibitList.P5Item","15862559356584d1584bc933805dd0dca8065d25-1-d589cb69cd70a0c30bb0ec562bba7f2367142193"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-185e32e94523d0d6457a28f658e1d9bfbac49f44-0-805e3edf8a057384c00473f22cf961895c5815fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185e32e94523d0d6457a28f658e1d9bfbac49f44-0-7ced1bff68ae0823026ca916795ccdef38513ec1","185e32e94523d0d6457a28f658e1d9bfbac49f44","root.record.ItemExhibitList.P5Item","185e32e94523d0d6457a28f658e1d9bfbac49f44-0-8b1926292e345e74f62aa5817dd1d3cfbfa4974a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-c462da701063b55b33783a36daecb4772e98da66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-efb8c588b137dff62f6f1de1ab2a11ca2e579f33","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-fe75454113be3022b3584ceec952b76edc1c50d9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-d098a6545c5b033d6a25d5e6cd953b6182a3a991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-6d6b0e9cbfb26ea516558a808c9da197430b67fa","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1-2988cea28000e581b1b4c5ce69dbc453b2b3ceb5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-59ce4e7aacdca3a796fdb641059ea6f1e95a8a1f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-14b6997a4d63cf5e652d3fdaf2b1b40f547be3e7","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-2-cb4b905ba0b63c09533d85c7eada17699e343956"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-392c23c3e9343773dc23d19ecf40c75c6375c639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-8a2fb23570eb424d30fa10802ca063c7da4b1402","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-3-b75d8bf1ecbcea770f5d29c169c31b64234989d1"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-43fab5fc04c9d9007ac6a033fb800d738ba1581a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-61d2da9bc2fbe25ec57febbae6362c4681a6a8d5","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-4-a8e14f71309cc0405dc397274a0024f86ccb9e09"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-9f5110a2e893a3fd6ab9ab9adbebff0bf2d4f985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-33256a4b37d14cb1d0141ecf196a1027338fee29","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-5-62d31b910a5b05d4ce6e72c5e72a4966fb599663"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-82c2d4e5af16fc7f6a9039b10ae046e73bb51057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-8dbe0ddebdb3266053e0534920a32e082c1ec6f9","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root.record.ItemExhibitList.P5Item","189c5d6813e7f5c9b1f188198d28ffb1383623fa-6-a4da71a5e6ae167c019e8dbbee865b02e94b2baf"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-a618bc6345dfd2ed2224b3461e781c5b4a97a98a","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-b5c1c0c58dd02a85dc2d0578e62a579fa12d3893","","","","","","","","","","","","","","","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-cbf4365e25af0ce29f7bbd6fd233ec7ce42b6c15","192b4b3f7226b86d04e778ec6bbdba7b5efc9151","root.record.ItemExhibitList.P5Item","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-fd4dc1ffd8324049aa1baf53eb7f7646438f9735"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-a9653cba6364844244f73fc7e0d8e3130f762ee8","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-6efa083c3eedbee25615a02edfe79e0b828d41cd","","","","","","","","","","","","","","","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-0e469db9ea1593eb37273b25f40699763963cf15","192b4b3f7226b86d04e778ec6bbdba7b5efc9151","root.record.ItemExhibitList.P5Item","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-1-25627c40c3c9e30f87f29f20e6234787ae8e648f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-004e70d7096af29600926be79e25a628cdbc2f28","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-d8cff5c1ccc151e6bfb6dee08d5d895f7745b75d","","","","","","","","","","","","","","","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-0-99daed713f83dc196acce6522803dae7f72566a2","192b4b3f7226b86d04e778ec6bbdba7b5efc9151","root.record.ItemExhibitList.P5Item","192b4b3f7226b86d04e778ec6bbdba7b5efc9151-2-37e3a1de644bbae3e6990fa7a371d35d147bb0f3"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-ac45cad01edba8553989a0837c6f545b6e2a8627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-940a0b8024c55b997615011699d516d25d2d230d","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c","root.record.ItemExhibitList.P5Item","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-612928b23cd78d5054529a6da0952244abdff155"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-b6c3c8b6671575cb3c5c5a3dc41f5519e4386af1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-ca9ef6ad82b1c8fd4f9d9b93be26e6fd209ae1b1","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c","root.record.ItemExhibitList.P5Item","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-1-98c3d1abc2c0becffef4b0d8f1311939ea5226d2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-0ffa3d3b8e8a60ebec6fc249477fdb7a2c4b0df5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-d12a5932f6fb35e8ff1a4435e268f5974a517bf3","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c","root.record.ItemExhibitList.P5Item","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-2-d190255a1997b36999ce8f5c635fb2f3e9570ae8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b1626877bd8a48a2959d205de7b0638d82b2488-0-c6be5da5bfa8831b899d68e5c1ed33b866e15d78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1b1626877bd8a48a2959d205de7b0638d82b2488-0-c9ed6e0d1b40691e90f54616da7eeda19ebd1ef7","1b1626877bd8a48a2959d205de7b0638d82b2488","root.record.ItemExhibitList.P5Item","1b1626877bd8a48a2959d205de7b0638d82b2488-0-d78ebed0b8231e56d5aa79176a6ba8eb0fdb0791"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b1626877bd8a48a2959d205de7b0638d82b2488-0-f5ccfbef9d1d0d482d086c22793f9b56be5a822e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1b1626877bd8a48a2959d205de7b0638d82b2488-0-52046801fcf219a77c071ce795b17106ca0faeb4","1b1626877bd8a48a2959d205de7b0638d82b2488","root.record.ItemExhibitList.P5Item","1b1626877bd8a48a2959d205de7b0638d82b2488-1-7dfa26638b54ed517047e5b0b35ad44ef19afbca"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b1626877bd8a48a2959d205de7b0638d82b2488-0-08bf755222272627c580e71e0ac3bd4ade97bf53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1b1626877bd8a48a2959d205de7b0638d82b2488-0-ba8106bb02282f70231487df9feab526e5062b59","1b1626877bd8a48a2959d205de7b0638d82b2488","root.record.ItemExhibitList.P5Item","1b1626877bd8a48a2959d205de7b0638d82b2488-2-3b6a4fa66726941329ee08599fd8b20c25b4bfed"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b1626877bd8a48a2959d205de7b0638d82b2488-0-850137a804e0f50a9e74b04da8349601b2bb4a08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1b1626877bd8a48a2959d205de7b0638d82b2488-0-e8c741d9b5cfe7876c238b652718d9181720bd0f","1b1626877bd8a48a2959d205de7b0638d82b2488","root.record.ItemExhibitList.P5Item","1b1626877bd8a48a2959d205de7b0638d82b2488-3-98afd4e0f878210a6ecb45fced244aabd3d0e602"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1b1db240d765ba95486c94f24f299f46a377ea35-0-f7cf303ffa6b1d207e60120d5ac96e498765bc54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1b1db240d765ba95486c94f24f299f46a377ea35-0-3490d9d2ff74ca2240dc71cf300f32bf94993178","1b1db240d765ba95486c94f24f299f46a377ea35","root.record.ItemExhibitList.P5Item","1b1db240d765ba95486c94f24f299f46a377ea35-0-c97793cb0307e055f28e108cfb4efc5c9e1f50b7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1d1f2a82ea3677b908811f4b10e06c310276be6e-0-5c2654aad8a23aacc26c807a25512d98db2ec5ed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOTAL HARDWARE - MISSILE","1d1f2a82ea3677b908811f4b10e06c310276be6e-0-0cd74e6f05bb0714d6d01abfe8a2c77398909609","1d1f2a82ea3677b908811f4b10e06c310276be6e","root.record.ItemExhibitList.P5Item","1d1f2a82ea3677b908811f4b10e06c310276be6e-0-ac060fe2c9a4d934c74e6d4219c88b3e4f766637"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e742a09271278b530aa480a56aca5f6df487b04-0-a89aca61aa76aa2a7de9eadb365689557901020c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e742a09271278b530aa480a56aca5f6df487b04-0-6f6e23831ece5d089498a7ec1135cf80e71e7bf8","1e742a09271278b530aa480a56aca5f6df487b04","root.record.ItemExhibitList.P5Item","1e742a09271278b530aa480a56aca5f6df487b04-0-8cdf51ec50484bb2e3fe8434ca385eb1b6899e1a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e742a09271278b530aa480a56aca5f6df487b04-0-c0fa41d17ac6f5f97954710642389ace8715570d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e742a09271278b530aa480a56aca5f6df487b04-0-005ee16fbc3072b4b6c1baea475bac45c15c6f29","1e742a09271278b530aa480a56aca5f6df487b04","root.record.ItemExhibitList.P5Item","1e742a09271278b530aa480a56aca5f6df487b04-1-96cd3fc1929b290676f50aa36c6ce69b60ced704"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e742a09271278b530aa480a56aca5f6df487b04-0-8d415b986153a5212711df75c4b801394b58af89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e742a09271278b530aa480a56aca5f6df487b04-0-7b2fcffb2f711a649d2d18d5d606c1d9c7c57b38","1e742a09271278b530aa480a56aca5f6df487b04","root.record.ItemExhibitList.P5Item","1e742a09271278b530aa480a56aca5f6df487b04-2-e28bae0805466a0e337f94e77a6acdb46f6bd669"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e742a09271278b530aa480a56aca5f6df487b04-0-85405c429c3ea5f54d36f0720f789c73b18308b3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e742a09271278b530aa480a56aca5f6df487b04-0-49f4d9989879ce58839c405f507451c9331b5115","1e742a09271278b530aa480a56aca5f6df487b04","root.record.ItemExhibitList.P5Item","1e742a09271278b530aa480a56aca5f6df487b04-3-3fd60a68a6d7c866ae8c796326257cecb57277c0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e742a09271278b530aa480a56aca5f6df487b04-0-0c922bec00049e6ba3a2dfd570db67713e1f9e67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e742a09271278b530aa480a56aca5f6df487b04-0-ad4816127b22cfb6499993555f17b5789578e19e","1e742a09271278b530aa480a56aca5f6df487b04","root.record.ItemExhibitList.P5Item","1e742a09271278b530aa480a56aca5f6df487b04-4-7f6da3e84545890142a2813039b3ce6009dd60ce"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-1e8ad1cfe24559c4dabd05e8119f2058d56babac-0-900830d45df33e7f2c21d34d6f3226b92132d8fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1e8ad1cfe24559c4dabd05e8119f2058d56babac-0-5df2d526e2f8322c80110ec92218c23e16113478","1e8ad1cfe24559c4dabd05e8119f2058d56babac","root.record.ItemExhibitList.P5Item","1e8ad1cfe24559c4dabd05e8119f2058d56babac-0-3633fcf13f84ff376c6689843e0ce3d3feba54f9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2098e2169535f75548b6ad1a0884fadd5d2eb9ea-0-bc47de580a3fb684085f8f5ba1ce8c3011ff8d08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2098e2169535f75548b6ad1a0884fadd5d2eb9ea-0-11cfd813649e094cf474c2db3c6d4a1cd0434d5b","2098e2169535f75548b6ad1a0884fadd5d2eb9ea","root.record.ItemExhibitList.P5Item","2098e2169535f75548b6ad1a0884fadd5d2eb9ea-0-8844974096bc8b33f53ba90584ad0a96715c775e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-218d11c45ae25632115820de89f2c55f726f8fc4-0-398950645986ba4c60ee0066d2927feae64b838e","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-218d11c45ae25632115820de89f2c55f726f8fc4-0-b2a4b6b052bb3c3b3f307165fbf5e85431015757","","","","","","","","","","","","","","","218d11c45ae25632115820de89f2c55f726f8fc4-0-242523fc7ebd7a1cc10199cc09f229c7add4894e","218d11c45ae25632115820de89f2c55f726f8fc4","root.record.ItemExhibitList.P5Item","218d11c45ae25632115820de89f2c55f726f8fc4-0-f48eefd6b53e0fe4833db60e4865fd55b9df836a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-218d11c45ae25632115820de89f2c55f726f8fc4-0-27c98241b62c3520ac2a76edc5c7818e077e395e","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-218d11c45ae25632115820de89f2c55f726f8fc4-0-4973e807a2e60bc2610c6ea955221def0f1955d9","","","","","","","","","","","","","","","218d11c45ae25632115820de89f2c55f726f8fc4-0-3a5069980cbf694a1c9fe056b9cfa67f94ee721b","218d11c45ae25632115820de89f2c55f726f8fc4","root.record.ItemExhibitList.P5Item","218d11c45ae25632115820de89f2c55f726f8fc4-1-198fd610c5e2e9628c9d3290460bfdd1ea59a6f6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-28bdd79db08a73f6d8d2d9b0bd992e3441546b16-0-e40e1e28bbff1dbc76a3fbd9209bf39ad99df6bd","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-28bdd79db08a73f6d8d2d9b0bd992e3441546b16-0-1bf74f6edaab4c5680d6691e63362a66df4d13af","","","","","","","","","","","","","","","28bdd79db08a73f6d8d2d9b0bd992e3441546b16-0-aad342939b966e599d0beb380f42158375db95c3","28bdd79db08a73f6d8d2d9b0bd992e3441546b16","root.record.ItemExhibitList.P5Item","28bdd79db08a73f6d8d2d9b0bd992e3441546b16-0-7be85aeff89bb85155f7680c4977e8774f9cb6a6"
