"FiscalYear_@footnote","FiscalYear_val","PCOLocation_val","AwardDate_@footnote","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_@footnote","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","2010","SMC, LA AFB, El Segundo, CA","","2010-12","2017-02","1","1703.712","true","2009-09","SS","CPIF","Air Force","","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-5ebea2379fc20fc9fdae3d6f645a43d4a4a355aa","0","","","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-350841cfe1d282cd511e5f38589741e72d529538","09b25d0ee490e9295245ec52c834c4d5ce33dd5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-1-6765dd90694574906b15e144e2c1e89347f8954a"
"","2012","SMC, LA AFB, El Segundo, CA","","2012-07","2018-07","2","1548.686","true","2012-01","SS","FPIF","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-2e377aa98ce998a6fd7c8034681ba4ee9a3b03c1","0","","","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-0-ae0a198ff957df3114d93d78ac6103dce5e9170d","09b25d0ee490e9295245ec52c834c4d5ce33dd5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","09b25d0ee490e9295245ec52c834c4d5ce33dd5c-2-5e66d47c58041f179fbc43dc53e76b7ea7f9f53c"
"","1997","SMC/GP","","2002-11","2010-02","3","114.200","true","1995-02","SS","CPAF","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-6296a202a2fd163c0f92b5bea13deb04118899e1-0-88540629316b2c45980e81aa8b6a85c739b6d251","1","","","6296a202a2fd163c0f92b5bea13deb04118899e1-0-d38aa60ef60b212b46e4fa33bfeee5add3e10e24","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6296a202a2fd163c0f92b5bea13deb04118899e1-2-9930e471b72256c5783686af5c240a3d6eeea8d7"
"","1998","SMC/GP","","2003-10","2011-09","3","114.200","true","1995-02","SS","FFP","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-6296a202a2fd163c0f92b5bea13deb04118899e1-1-012c464ba8d00c1f902756f8054b1966cb47db54","0","","","6296a202a2fd163c0f92b5bea13deb04118899e1-1-97e591df9187d0ddd0b74f43a7d3da90792120e9","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6296a202a2fd163c0f92b5bea13deb04118899e1-2-9930e471b72256c5783686af5c240a3d6eeea8d7"
"","2005","SMC/GP","","2004-10","2012-06","3","114.200","true","1995-02","SS","FFP","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-6296a202a2fd163c0f92b5bea13deb04118899e1-2-b4842c1b2472d2671d86f9e4f40b23b22aef530b","0","","","6296a202a2fd163c0f92b5bea13deb04118899e1-2-67b3e66fbd4da923e5620929d234a515b5207b5d","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6296a202a2fd163c0f92b5bea13deb04118899e1-2-9930e471b72256c5783686af5c240a3d6eeea8d7"
"","2006","SMC/GP","","2005-10","2013-02","3","114.200","true","1995-02","SS","FFP","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-6296a202a2fd163c0f92b5bea13deb04118899e1-3-a56a6bf866eb44f5709d161584776929f243c4fa","0","","","6296a202a2fd163c0f92b5bea13deb04118899e1-3-d2e0afabd1986fc35a8423068d8cb454b67d143a","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6296a202a2fd163c0f92b5bea13deb04118899e1-2-9930e471b72256c5783686af5c240a3d6eeea8d7"
"","2011","LAAFB, CA","","2011-07","2011-07","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-8f5cfba9133e05227e6d7cba1891083ecad90ba5","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-c34fe243339320e592949929c9ea6331995503fe"
"","2012","LAAFB, CA","","2012-07","2012-07","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-1-01fa55465273c87814dffafc711425ea78a4ab0c","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-c34fe243339320e592949929c9ea6331995503fe"
"","2013","LAAFB, CA","","2013-07","2013-07","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-5b78e1bf9b22723a5ac1cd8b0723adeb7758749b","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-c34fe243339320e592949929c9ea6331995503fe"
"","2011","LAAFB, CA","","2011-06","2011-06","0","0.000","true","","C","BA","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-66ca165fe411be2cc6b0a89204863470a58cdba8","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-13324a8a8124d9d1532887fa2c9e11f5305cfc7c"
"","2012","LAAFB, CA","","2012-06","2012-06","0","0.000","true","","C","BA","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-1-0098db8d6e2d4b41c7e10100c708a5b042a0dff6","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-13324a8a8124d9d1532887fa2c9e11f5305cfc7c"
"","2013","LAAFB, CA","","2013-06","2013-06","0","0.000","true","","C","BA","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-1d08db131adbc04ada7b44e0024e8362c4fea980","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-13324a8a8124d9d1532887fa2c9e11f5305cfc7c"
"","2011","LAAFB, CA","","2010-11","2010-11","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-0-4b5ba695696dadfa6543607dfa6373d0f7b73145","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-3-48d0d83d540544c04761fc693c9f4d7b31dcc1a7"
"","2012","LAAFB, CA","","2011-11","2011-11","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-1-cb9b0387a6ba03ffc01599c6d85bb69eec19b5a0","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-3-48d0d83d540544c04761fc693c9f4d7b31dcc1a7"
"","2013","LAAFB, CA","","2012-11","2012-11","0","0.000","true","","SS","CPAF","","","","","","","","6be7a60d1132d01fdea0a56fcc0362e02faf702a-2-4e9ce6446a43eceacb20164f5e79e5f653a640e1","6be7a60d1132d01fdea0a56fcc0362e02faf702a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement","6be7a60d1132d01fdea0a56fcc0362e02faf702a-3-48d0d83d540544c04761fc693c9f4d7b31dcc1a7"
