"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"AVON Protection Systems Inc.","","Cadillac, MI","8333","21554","17000","","0","3","10","13","0","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-ecd7428243c377e4878f754140ff0d032fa1947f","eee116c7c43c5d47ca9932f538f97734878e24a7-0-53853e562a08e8116560f22adc00634dd42c8747","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","eee116c7c43c5d47ca9932f538f97734878e24a7-1-439e9f83cfe48a7d5003d2271274ac63a976ffad"
"AVOX Systems Inc.","","Lancaster, NY","80","400","250","","0","5","10","15","0","3","3","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-543355f47ca53623b34cd831e044102cf11bf515","eee116c7c43c5d47ca9932f538f97734878e24a7-0-7f0b19324f4d287dc91b651d4ea80c43c8db169f","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","eee116c7c43c5d47ca9932f538f97734878e24a7-1-93c5cfbfb2112183e69840f3835440a53aa661f4"
"AVON Protection Systems Inc.","","Cadillac, MI","200","2000","1000","","0","3","3","6","0","3","3","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-28da64305a8d8ce594c458e1b5150ed89932f1b1","eee116c7c43c5d47ca9932f538f97734878e24a7-0-c412ca65304153dc1f2c1a399ca77a8bb0f0f46a","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","eee116c7c43c5d47ca9932f538f97734878e24a7-2-50bb1430dddf1d92bd17a4511f148cef7af6c59c"
"TBD","","UNKNOWN","50","300","200","","0","3","2","5","0","3","2","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-eee116c7c43c5d47ca9932f538f97734878e24a7-0-b7e726d740095f494cea6b3d0a6dc21cf5fc6e7c","eee116c7c43c5d47ca9932f538f97734878e24a7-0-9fba53e9b6ef3e48fe2311193eb67cf03e1b0945","eee116c7c43c5d47ca9932f538f97734878e24a7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","eee116c7c43c5d47ca9932f538f97734878e24a7-3-1cd3eced585b0c45e7de02f78282e9ac7b8fcdfe"
"BOEING","","ST CHARLES, MO","3250.00","16800.00","15840.00","","0","0","0","0","0","8","9","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ef29240e8a8695d224b5fc9048ad3f5397c5b199-0-2bb423b9f51287419d92ed021133302f27cb6dca","ef29240e8a8695d224b5fc9048ad3f5397c5b199-0-2c5089938825b4c6d1d830e7020945c9de8c0bc5","ef29240e8a8695d224b5fc9048ad3f5397c5b199","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","ef29240e8a8695d224b5fc9048ad3f5397c5b199-0-4f43fedf5d4f84ff64490460ffcea1fe19dcf0a1"
"BOEING","","ST CHARLES, MO","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ef29240e8a8695d224b5fc9048ad3f5397c5b199-0-53cba329d582301cc3298c1aec4d0029f2622f76","ef29240e8a8695d224b5fc9048ad3f5397c5b199-0-12d9b94546f1e36b81509922ba4c4a3a8df0afad","ef29240e8a8695d224b5fc9048ad3f5397c5b199","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","ef29240e8a8695d224b5fc9048ad3f5397c5b199-1-b00c36549ade0e9a87f05faeb22e8146e50add34"
"TBD","","TBD","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-032d95d1e7f66a19dfe1e788024a6c2b09e5b1df","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-35d790c9e414306cea08f178fe505f1541355084","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-1bb404fc92b66c703b39b8b296c9052b64d1c23f"
"Harris Corporation","","Rochester, NY","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-67fe5cc1a077cf67997d28b2e56ae7218a62eead","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-1249c725451c3ddf12c7edc8ff2c38397e2e1fe2","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-fc0376fe2e491d61b092bd729abadcebab677dbe"
"TBD","","TBD","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-31f58be61a5e30ebe1aa21d7f7cdf903bdcc7af7","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-b297957363b8982329b92cbe221a1fac89a48f72","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-fc0376fe2e491d61b092bd729abadcebab677dbe"
"TBD","","AFLCMC/WRIGHT PAT","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-154fe2da26d31511240b81b993a246e4de1811a8","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-67aa5bfa46ae1f0705117c1e54c2895e35d724b1","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-3e02fa5e70704250634db5f8c37b25de2c833805"
"TBD","","HANSCOM AFB","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-756b267e91c73e0655d3598909b1dfbb78e7a5b5","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-e8e09d7b9c88a288e6a64ecbcf97d9490d868fd5","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-4-bed40a979c8f198dafa5eb7f2ba59967ce638f9c"
"TBD","","HANSCOM AFB","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-0c728546a9d4acb818bb851f7dc7da320195ac3e","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-066f9912870034bc158ac9cc7ef7956546461f01","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-5-6ba718939780ce50acfd40c06e20b087c82b5a96"
"Multiple","","Multiple","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-baa6ecdac7a4b9d80e87c87a0168b65ed847c568","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-e9d457b1c257d49a0d180ce2464a9b9539291a82","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-5747766bc4cae55bdd80d70501fefc2db677b45d"
"Mutiple","","Multiple","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-4fffc3f04accece9570c79038095ae6afd60760c","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-cb57f9f1b5051ff749e1cdee7c1de28627ccaadb","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-5747766bc4cae55bdd80d70501fefc2db677b45d"
"Multiple","","Multiple","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-9f3ddedb593c3389da57a4c0b5f9864e110cb4a0","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-afd65984189f2f6314187bab2676da37dbee5707","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-3f694086368456efab396b492ce2304ae7b4b380"
"TBD","","TBD","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-cf08fbea994f3eaa60b71936f90cfc0fa2e748f3","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-23e50d8e67f42a0b4a9b4e9827c4d8bad75d59cc","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-1-3f694086368456efab396b492ce2304ae7b4b380"
"ARGON ST, INC","","FL","0.00","0.00","0.00","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-a320c30db86667a27b2901f5a669b0868108412c","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-0-09846fa8b76dbcfb5ca1a09327b4bd12bbb39652","f0d9823da88f7fe5fce0f1896af3d2614ab776c1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f0d9823da88f7fe5fce0f1896af3d2614ab776c1-2-64602b88c62f7aeef4d6ac5cf94aa625b86002d6"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-6ce8780c4e2d523ed20e177065b12262fffbe188","f42b99dd8588658f55843686c861bb3b4ce935f3-0-a6308246b0d217d756658999d332797822db69c4","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-0-e9c75085c6cfa494e39412c0fa9bf5831b8ee1c6"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-566c3181b747e87783529fe05dc8213f1b7416b2","f42b99dd8588658f55843686c861bb3b4ce935f3-0-fcb996f61cbb992dcb2e1f3b8854c5b58def8a5f","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-1-103ad9b7cffc58eff35ba23719e408273c13f3de"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-246a3471d606a99d6925ab01ffce9f93ecc4ca7f","f42b99dd8588658f55843686c861bb3b4ce935f3-0-ad9fa8d043da6f9bd1a462952e06989855715068","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-2-bb588f84d3e298035ed8464c29d3b048cbcf7616"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-83b40c2991281e7660a4c1645e80f1365646e64a","f42b99dd8588658f55843686c861bb3b4ce935f3-0-01d2d8fb9fcc445de908a62f19bc392f8c91062f","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-3-7623e3f7847dcdf228fd26bd023e2db0eae66f0e"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-5494de02bf5145b2d5eb68f47d800de6a24b05b4","f42b99dd8588658f55843686c861bb3b4ce935f3-0-a0e590f7976e738213aea60ab361f7e958afa5f3","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-4-0962c2663527fa3a49222ffa17883922b04b294f"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-850cc3b03a5b4e0553e56fd29024747e5b5c56c0","f42b99dd8588658f55843686c861bb3b4ce935f3-0-22dff150693a91e5eca7c4d3bac1aab0456243a8","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-5-47cd844ab0219c85770bdebf5caec677fa43e967"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-bebc49fe09da02c5b8e4ce5acaf98f39e52615ba","f42b99dd8588658f55843686c861bb3b4ce935f3-0-b62fc3062d8dcd5c3ee9090c3be4d631a16629dd","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-6-5ba3babc74c2dce1fec653f47368e82f1d6f33e6"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-62a80161bc177d8f3f4fe6e64da8b96f61469f2d","f42b99dd8588658f55843686c861bb3b4ce935f3-0-7e96648553d35bc685b4aeda8522a6ccd56a0f94","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-7-9e1966afa6ad37765922536670779f0ffda432b0"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-9a19d5f8bb80dad20cb3f24153c6afd5c0aeeb8c","f42b99dd8588658f55843686c861bb3b4ce935f3-0-4fa865dfc43f4c5a015be12e843e925b20a88eb0","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-8-3ff78f1abdb3ec35c3d454339f4d8d6c126f235f"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-9cf9d0a080b07e78ed0f666039a351e3c165b3b6","f42b99dd8588658f55843686c861bb3b4ce935f3-0-1bdc4f3802f43cc31c7e13196bfc67a824f0e5a5","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-9-077c690e6020f7c3bd2833b32ca1ab932be68688"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-f4463dcfaafb72c63795b5cb93ed68d91dd92540","f42b99dd8588658f55843686c861bb3b4ce935f3-0-5bc2844030f41ce876bc05d782a46926b1c6eb2c","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-10-1a8666a9686199ced176c6c101891170eb4f1a4d"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-eccafeba415dab11c415d60deb6288c76674b8a8","f42b99dd8588658f55843686c861bb3b4ce935f3-0-d0bec06b9adce4900b96eae7a972876f5f14e933","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-11-83440e8174526d9255eaa8a6a23726b0fd3f2c70"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-03e2bebc07d753ef862b2916260ca4ce291aa46c","f42b99dd8588658f55843686c861bb3b4ce935f3-0-ff6f82fff7aa541fd7e56c5f7c3377ee445a97eb","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-12-0be8a924b0806fc1411a0728d3061622d6562d65"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-858321dc3dc52cef4ab03ad182ae741c3f1a9a39","f42b99dd8588658f55843686c861bb3b4ce935f3-0-eeb535037d548e90dc8c67ec861e05a6669e3e41","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-13-81af69dc752e4bde81d6777fe8b622766777bd05"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-f5e2cac9835920a1bc50929e478d3024bf1fcab6","f42b99dd8588658f55843686c861bb3b4ce935f3-0-fc365beebcfa536ca1af8c83902dd6c2e764dc4e","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-14-6fd5bb86e4751077541f1ff58f62e4ec3d24ba38"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-fcb70789b6558c8794c27dcd19e4604efaf666da","f42b99dd8588658f55843686c861bb3b4ce935f3-0-3c58849be8b63fe011b99c563cee1d3594de35f5","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-15-0662f2fd9a311e87aedcadc4cb2453c8ab79c599"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-a35984432f7d6e44dca03bfce7060f9847f0d150","f42b99dd8588658f55843686c861bb3b4ce935f3-0-a06faffb10a286f43502aedc9f3ec3117991ba3f","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-16-809a57e842c3f6bd06dad7b9c0530c65fa945a1f"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-07185781555d04ddd33a58bcff53cc567ee9dc95","f42b99dd8588658f55843686c861bb3b4ce935f3-0-3f135fcad73554a92493adc97854f48c212f8275","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-17-ca76735be6a0c0963ab83fd2643112a074dcdb60"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-a63e2ce20c78b8ad163e4f24fae39f30ef761f68","f42b99dd8588658f55843686c861bb3b4ce935f3-0-141b9530629ba4e39e2f4f1c3430b2c1f1de7fd3","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-18-66f6672b9a3b107706d4f3181ccd9cc60cb738b4"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-66ce8298b95113ca9223a12f4f794a2424242b92","f42b99dd8588658f55843686c861bb3b4ce935f3-0-59ba37b4a5fdbb13459a0eaaa352a3589f3069e8","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-19-6a8e47c2a51522f5b2ec0ccb3129f25aafc9d6a3"
"GDIT","","Arlington, VA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f42b99dd8588658f55843686c861bb3b4ce935f3-0-4fb955da69560d92747fa5615749120e9c1d04a8","f42b99dd8588658f55843686c861bb3b4ce935f3-0-cb885c347351b1e4eca5fb42565755a2e52b6a3c","f42b99dd8588658f55843686c861bb3b4ce935f3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f42b99dd8588658f55843686c861bb3b4ce935f3-20-9373d2c6b8e0f76d2cbd83c67a43b54ca2028889"
