"Name_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_Quantity_PriorYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer_Name_val","ManufacturerList_Manufacturer_Location_val","ManufacturerList_Manufacturer_MinimumSustainingRate_val","ManufacturerList_Manufacturer_MaximumProductionRate_val","ManufacturerList_Manufacturer_Rate185_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning","IdCode_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"GEO 5-6 Systems Engineering & Integration (SE&I)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.822","","","44.845","","","","","","","","","","","","","","","","","","","9.488","","","10.535","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-7-6ba1a8c0f1017699fb58efedb9329e6dc174a680","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-1-9e7af7010db6ce23e936d4fc5112c6634e359d5b"
"HEO 3-4 Hardware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.542","2","249.083","0.000","0","0.000","124.542","2","249.083","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin Space Systems","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d65297288fdb0b98a653601d4d78ea9debe5949a-0-a3e68a0433aad44c50e064ae6c92504562e1c30b","A","d65297288fdb0b98a653601d4d78ea9debe5949a-0-92c0d8f620b3e693e0609c8795ead51c551689c4","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-2-4a638407493f1d75d82f6d9ee40910beb8ddffc2"
"HEO 3-4 Integration and Assembly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388.766","","","0.000","","","388.766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-1-8aea09328ea2c0779f6211d1acad9414fa16ad38","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-2-4a638407493f1d75d82f6d9ee40910beb8ddffc2"
"HEO 3-4 Systems Engineering & Integration (SE&I)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.821","","","0.000","","","21.951","","","","","","","6.015","","","6.015","","","5.115","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","d65297288fdb0b98a653601d4d78ea9debe5949a-2-365272e124d4aed8a2041c1f625b0366863420d6","d65297288fdb0b98a653601d4d78ea9debe5949a","root.record.ItemExhibitList.P5Item","d65297288fdb0b98a653601d4d78ea9debe5949a-2-4a638407493f1d75d82f6d9ee40910beb8ddffc2"
"WGS SV 1-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177.891","3","533.673","0.000","0","0.000","177.891","3","533.673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","e83317be9110bcbc50a36f72ed282337cc63c173-0-c09de6b39c7108648b2adb2a630c75dfa0285771","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-0-8cbaf0d2d85f51120b46ca65819cf2624bfa04b8"
"WGS SV 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376.463","1","376.463","0.000","0","0.000","376.463","1","376.463","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e83317be9110bcbc50a36f72ed282337cc63c173-1-7e108d4f62914a3fd49247cb2f1bc7d7057af207","A","e83317be9110bcbc50a36f72ed282337cc63c173-1-4bcdf9382d147d141f058b32e1a4d6123b000f58","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-0-8cbaf0d2d85f51120b46ca65819cf2624bfa04b8"
"WGS SV 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338.319","1","338.319","0.000","0","0.000","338.319","1","338.319","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e83317be9110bcbc50a36f72ed282337cc63c173-2-0d2df55c20422ffb3716d95bdfec6bdbf46fa200","A","e83317be9110bcbc50a36f72ed282337cc63c173-2-d5a736aafc949ae30c18dca4f8dd8ac3857f619e","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-0-8cbaf0d2d85f51120b46ca65819cf2624bfa04b8"
"WGS SV 7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","443.532","1","443.532","0.000","0","0.000","443.532","1","443.532","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e83317be9110bcbc50a36f72ed282337cc63c173-0-5fa2be712e2854179bf5a7885224cd9b636fffe9","A","e83317be9110bcbc50a36f72ed282337cc63c173-0-bf72106c872c4da1416b89113589c49072c39a2c","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-1-dc313411acda13692f5a2fd2c77d5c7373e665d2"
"WGS SV 8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","353.925","1","353.925","353.925","1","353.925","","","","","","","","","","","","","","","","","","","","","","","","Boeing Satellite Systems","El Segundo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e83317be9110bcbc50a36f72ed282337cc63c173-1-772d00bbe22ed4259b2fdb834453bd963445ffbd","A","e83317be9110bcbc50a36f72ed282337cc63c173-1-7f4e5914375ca3eb2084ed1f3cf327155f4c7b56","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-1-dc313411acda13692f5a2fd2c77d5c7373e665d2"
"WGS SV 10 (Congressional add)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0","0.000","338.7","1","338.7","338.7","1","338.7","","","","","","","","","","","","","","","","","","","","","","","","Boeing Satellite Systems","El Segundo, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e83317be9110bcbc50a36f72ed282337cc63c173-2-f54f8ce11dfae8c2f2ae5b8f74545133a539df5a","A","e83317be9110bcbc50a36f72ed282337cc63c173-2-a6884153cb6058687301b0bbddfcac815da4844c","e83317be9110bcbc50a36f72ed282337cc63c173","root.record.ItemExhibitList.P5Item","e83317be9110bcbc50a36f72ed282337cc63c173-1-dc313411acda13692f5a2fd2c77d5c7373e665d2"
"WGS SV 1-3","533.673","","0.000","533.673","","","","","","","","","3","3","","","","","","","","","","177.891","177.891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-969d5413ae438a894cfbee5a1e8ace2520273d00","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-26e94d4deeb5a5346d393eaba8a2336198f703f2"
"WGS SV 4","376.463","","0.000","376.463","","","","","","","","","1","1","","","","","","","","","","376.463","376.463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-1f7f60f3e4e72d925408e5e0ae16c5f538413535","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-26e94d4deeb5a5346d393eaba8a2336198f703f2"
"WGS SV 5","338.319","","0.000","338.319","","","","","","","","","1","1","","","","","","","","","","338.319","338.319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-2-fffbe51e6769472470c9beacf49eb520ec68d15c","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-26e94d4deeb5a5346d393eaba8a2336198f703f2"
"WGS SV 7","443.532","","0.000","443.532","","","","","","","","","1","1","","","","","","","","","","443.532","443.532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","1.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-9c3b3858445bea8335182da11639ea2b9156dc51","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-0-bdc4df0e988a3f6d4de943c12ab35e3071b9dbf9","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-b98a997947fa866c19f77b03005f9ee3499e6486"
"WGS SV 8","353.925","","0.000","353.925","","","","","","","","","1","1","","","","","","","","","","353.925","353.925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","1.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-554bf529bed8b0a8dbd26363c66a6615da9b350c","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-315c230518bad77f03b6df334f849067e51cdf5c","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-b98a997947fa866c19f77b03005f9ee3499e6486"
"WGS SV 10 (Congressional add)","338.7","","0.000","338.7","","","","","","","","","1","1","","","","","","","","","","338.7","338.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Boeing Satellite Systems","El Segundo, CA","0.00","1.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-730cda5819fcd01e1e271bfe3cd474a6976b25a3-2-f8e3240533bc59ab648c524a3445ecef74b6ba0d","A","730cda5819fcd01e1e271bfe3cd474a6976b25a3-2-988c2ced7b34ffab1b3b53cba21c97bb9bafd48f","730cda5819fcd01e1e271bfe3cd474a6976b25a3","root.record.ItemExhibitList.P5Item","730cda5819fcd01e1e271bfe3cd474a6976b25a3-1-b98a997947fa866c19f77b03005f9ee3499e6486"
"AEHF Space Vehicle (SV) 3","832.268","","0.000","832.268","","","","","","","","","1","1","","","","","","","","","","832.268","832.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-77f56970de0a2155590c14c54758cafa96eaca38-0-c272e2e8f314975b3243342fbdeb08b1630b8948","A","77f56970de0a2155590c14c54758cafa96eaca38-0-0317dbe48a96e92e15efc171d9714e4450bc909e","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-0-7e87fdf091ae095fa9f54feb406c37bda845fdb5"
"AEHF SV 4","1693.304","","0.000","1693.304","","","","","","","","","1","1","","","","","","","","","","1693.304","1693.304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-77f56970de0a2155590c14c54758cafa96eaca38-1-eca9e82249a001a85a3f64e0635edc005e7afe9a","A","77f56970de0a2155590c14c54758cafa96eaca38-1-92b53c9448d218b182cd5122e0f50e4ed051772a","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-0-7e87fdf091ae095fa9f54feb406c37bda845fdb5"
"AEHF SV 5-6 Block Buy","2351.558","390","0.000","3973.944","251","198.891","","198.891","209.554","572.941","0.000","0.000","2","2","","","","","","","","","","1175.779","1986.972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-77f56970de0a2155590c14c54758cafa96eaca38-0-cc2875bb1cbd90ed3b3b06f01a65f446559f7db5","A","77f56970de0a2155590c14c54758cafa96eaca38-0-f56d9dfbd16762edd9978a7d86ef497cea9d705d","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"FY13 Incremental Funding","-390","","0.000","-390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","77f56970de0a2155590c14c54758cafa96eaca38-1-cac3a2bb69eddec04bb4937b6c964d9256dc3a3d","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"FY14 Incremental Funding","-251","","0.000","-251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","77f56970de0a2155590c14c54758cafa96eaca38-2-5d89d7ab36a3f9fd312bdb95aec45dc778338a9d","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"FY15 Incremental Funding","-198.891","","0.000","-198.891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","77f56970de0a2155590c14c54758cafa96eaca38-3-ca6cb4bc2d538bc1c96641fd9c6899701e66505b","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"FY16 Incremental Funding","-209.554","","0.000","-209.554","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","77f56970de0a2155590c14c54758cafa96eaca38-4-37c5b51c5672a85a3f61a2476bbc4e1ab04329ed","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"FY17 Incremental Funding","-572.941","","0.000","-572.941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","77f56970de0a2155590c14c54758cafa96eaca38-5-4e05354b4190a978dc2b1a9b5eaf17b8cc2324c6","77f56970de0a2155590c14c54758cafa96eaca38","root.record.ItemExhibitList.P5Item","77f56970de0a2155590c14c54758cafa96eaca38-1-4c5c92ce748dd3a5f0917a9be39fa3634fdd2f4b"
"Spacecraft Integration and Test--CLIN 1","1019.613","41.561","","","30.836","37.5","","37.5","","","","","9","","","","","","","","","","","113.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-0-1278bfeeb8fe598e438fb8a5471fc8c409de7291","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"LM Spacecraft Integ & Test--Total Awd Fee","118.869","3.844","","","3.918","4.7","","4.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-1-3bca3adf5544e82d85b92322f14dbfae1bc5206d","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"Independent Verif & Validation Tech Spt","31.204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-2-0a616350af8a7455b595ec16afdc8f351c65045c","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"Consolidated Sensor Support and Services--CLIN 1","410.183","16.577","","","14.857","18.5","","18.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-3-a01fdd81c109d23d355570c578d84e0856130d7b","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"NGC Hardware Sensor Spt--CLIN 2","121.645","0.33","","","0.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-4-694aa1056e55bce6755f2fa4ff63fdcbb66fe396","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"NGC Total Award Fee","42.793","0.378","","","1.89","2.5","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-5-40f10f4b7106635a2b4e9323a80115db4d28c2d7","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"Sensor Lab Support","83.53","4.962","","","2.974","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","8b78268a68fdaf3e4a710a5c28392c217c596889-6-5b6ecb073415ddefd33e73c6827550c2f339cab4","8b78268a68fdaf3e4a710a5c28392c217c596889","root.record.ItemExhibitList.P5Item","8b78268a68fdaf3e4a710a5c28392c217c596889-0-5ac434fed53626088f39c5b9868db8cae3be30db"
"GPS Block IIA Space Vehicle","869.768","","0.000","869.768","","","","","","","","","28","28","","","","","","","","","","31.063","31.063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-0-eab9fdf040ab0db46752f245668c87f7fe365c5e","94dd3d1f40aed15f03dcb2f08a84db0d664c8967","root.record.ItemExhibitList.P5Item","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-0-8fee8a4b5e17579f1cedee0ce23ee4014ddbad51"
"GPS Block IIR Space Vehicle","1088.345","","0.000","1088.345","","","","","","","","","21","21","","","","","","","","","","51.826","51.826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-1-3005f46d745371804ef3cb67490f3c784de32d63","94dd3d1f40aed15f03dcb2f08a84db0d664c8967","root.record.ItemExhibitList.P5Item","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-0-8fee8a4b5e17579f1cedee0ce23ee4014ddbad51"
"GPS Block IIF Space Vehicle","984.726","","0.000","984.726","","","","","","","","","12","12","","","","","","","","","","82.061","82.061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","Boeing","El Segundo, CA","0.00","0.00","0.00","1","1","89","90","1","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-94dd3d1f40aed15f03dcb2f08a84db0d664c8967-2-722141d7e7b2d9dd489778452f77cf3c5761ca3d","A","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-2-48ec3f28f8d4f3d2b080e8e90073df9672120c1b","94dd3d1f40aed15f03dcb2f08a84db0d664c8967","root.record.ItemExhibitList.P5Item","94dd3d1f40aed15f03dcb2f08a84db0d664c8967-0-8fee8a4b5e17579f1cedee0ce23ee4014ddbad51"
"GEO 3-4 Hardware","1408.801","0.71","0.000","1433.115","12.133","11.471","","11.471","","","","","2","2","","","","","","","","","","704.401","716.558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin Space Systems","Sunnyvale, CA","0.00","2.00","0.00","0","10","87","97","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-0-78d4ba490abd4d696fb645c8ee2fa6a05e89ca56","A","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-0-00153888e345bb5393d7521c2aaabcd1d8a406af","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21","root.record.ItemExhibitList.P5Item","ac7e424bf9c93a407a5f7d9dbdc7ff0f14e07d21-0-68e83d266123c300e3200fefd2bd2803d3b654f1"
