"ServiceAgencyName_val","ProcQuantity_val","MonthlyDeliveryList_MonthlyDelivery","Name_val","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Navy","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-45b8eb8aa2b50ed0bdc705503168aa96c08e7ea4","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-7fe88ffb02542718f1b0e5f900b746306fa61fa8","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d99f90a373c69ea42e018165a9d131f72cdf63c9"
"Navy","31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-2a2ef27c2ea4916c8ff4aed854ef78894f086f01","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-c55814c83e8efad9712fa48d99065e4c4b0584f7","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-61dfbdee6b69da76a53ac9f5a08217f691e4ac06"
"Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-683409cb01b87457c3c66fde372dd2c034bdcba8","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-3b1e53e8bbee0fe46ab22ffd6f71dd65ffb665ae","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-228d3ba036eb037371f2050a63975f9d38271b50"
"Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-fe1d7d668df1f76dde0071d80ed148323d0fb79b","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-fe0f34f1b3ee68a85df04c9eaddfe36f85b54e59","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-1748957ea99cde2f3ef644c5e419357565825c25"
"Army","3851","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-6c68945e055452e71ca93d2ca7f55e6456d3e541","","1054","a62aed55d639024b216a9c1e21867513b5b72fa9-0-928492e769f6a02a6c22c6be6aa2992be87d5812","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d80a696ef7a2560601ef5200bf6fc47d0cc1f7b2"
"Army","1777","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-46d3bde7ce09523a8db759ee2116979eb26acad1","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-dddcc72a80ff969e2dd1fb9bd27e32d2fc33c1cb","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d8196098e1abd85873c31238926ac9d80ae7c4f3"
"Navy","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-c57ec515158a5b1deb8adcf7322e2c66d0e08da5","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-7f6dbbd35fd3cb7e4f83f13579d8752411b03c36","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-4a0c546210c6cb721340973245a170e15a303bd7"
"Army","1010","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-81940f91c7c9863ca28bdc3f57b00764fbc81327","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-af09c470c9a6c04e637f479d0a08a78bb8a44e0e","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-6cbab0b20ac84dce9a10721b915bbd6865c71db1"
"Army","4404","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-fd8674eeb2beb718a149e43ffdc5faeaa0edc905","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-3e1ef5a0cc7eab819227d77e9907cfbfb89096bc","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-16a5c16f56fc5b52969feddfe4ecb201373f85de"
"Army","3601","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-519bca1a1fa013c78ec23c40c2c5970afad2866c","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d6cf5727b837b03d411176edb86e7d4d864db783","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-cfc42e519b3afbdcfd4b60d573ba2bb00d012685"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-52f979e5d896aa379020f0beb35d46b6009b91e5","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-a56980ae985113457c59c8fa7caa0211271383d1","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-3536d8a7a38d037e10154eb78a369a80ae0bf948"
"Army","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-4e6fc3c15942663fab54d384eaf18db69e02d8ee","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-9807399ae3e372d58fce54ea9b2b3671913a9867","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-ee2b41eb8a485c59f6cd0d78f34b21f6599096e3"
"Army","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-cb794a9615b3ff41e5bea8d42dc0a3ab6e2a8977","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-c37809f397b497aed7a645c2edc6852a920796d4","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-c63e08db78616512a368374ac627a68df9cce4ca"
"Army","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-28662419f455c0a5c9ad1c017b8c01fbd2d340b8","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-ad0b0fd2cf171837ab39813f4f6a21c796472474","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-3b858d8d5f594e226c809dc6eb1a434d8ec79ea8"
"Army","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-8ff3f52002a3eaf46a7f8bdc3d674a8a7bb592f5","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-19e72d3b067d6b73384ead2a7631cd73d660da84","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d4ad4d63fd7b56eff04426e73e9b9d0fa5713226"
"Army","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-b43c31ccd0b4cef3c3dee53074e963100c60bd39","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-548b4e1b4ddb9fd2b3a2060359c35bfba90a0911","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-77a468b321ee7b2114bcc6f5020752f10ef403a9"
"Army","37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-b0d89dc60f6e1819434ee051f0511ea73347ab99","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-113064995fd94aebcec89a759cb53a9aff35779b","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-11d6b2d11fceb94c8e8650e9fa3f5117ba353978"
"Army","51","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-e1b7f2b9d9c8bc032578adbf3e5bde75ce0c9426","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-0b6100989cdf3165af3eaeb6d7db7b24e4913bb7","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-6df0b41455e14359c4268262c61b055c4e73b033"
"Army","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-3141210e50ed3f17e37d22f70a3cb3d3ad580e1c","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-c668807f8decae3c86ac2def6cc6c8735143e1a3","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-15882d04a5702a8396db60bbe257a831256771bf"
"Army","37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-c1c49a7b7b4d9a742c53c936560368543302b5ba","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-2408e1a149089db18080211e28f8fd43d97a45fc","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-930c68d72ef75090a1d4226149ba507b8d805111"
"Army","51","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-9c68714defe4d0087364227037b3012c1d60d93e","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-d7a29ddee8d84a5f95e91414f948c52a631cc2b9","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-9f443fb45209edfd6ff23b44787f672358903245"
"Army","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-a0f6df799de305019095e628377b03f7d8a08bca","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-55ae670121e13a4963c547489bbd2b12ba3c7015","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-be10c3e8116d3ab53e0b3b6e8402d3ac86a9fc18"
"Army","37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-c5495569bbb7df866fa4e3aaca3e3389f8bc3b29","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-acd4df94941da31590af37093cb320f9b7dd8e8e","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-8102e37dea48dac52354f7a79aefefd7395d9877"
"Army","51","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-1fe7ffdbd5a96a6a67241129fca8a751e3c1d63c","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-e0f4dea0e188ed9572fb9e63dc1ce885dd4874b7","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-fb079097af9ece6b2aca0dcc6cb076645d7c1076"
"Army","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-f9d952be5ae1957c21ee91fe5291924cc7238520","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-456de108d8f52a1ee19f19afd15bd3c3d27fd503","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-51e9bef75834d850a3a5d37108642c199f292b18"
"Army","37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-cbfdd6c63d10a0d6e8926a14b5da45912a60610e","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-8f14797d06cf29b0dd9a64867f2ad40a72b7dad0","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-82ed898a50899520c54f85e1aa68b575492d346c"
"Army","51","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-a3e4710cd15b68daa32b65a4699b1be5f2e5665e","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-36e2c26444a18ca541be42670f6d003c13684e65","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-47b2471686ceee7ab8cbf8d3dea5064fcf7341f1"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-e9af352a356969ca063f969a527c872e1a89e440","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-a473a538654e9747ab5e573151e55c6293888b3d","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-42015f582d0b0603f2c9733762ef8593dfe5bf9c"
"Army","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-b5bf2213b054468bee232ce347ebc4602ba4d0c2","","0","a62aed55d639024b216a9c1e21867513b5b72fa9-0-6ed6309c47f83a8770bdf0b9c02374974aafb50e","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","a62aed55d639024b216a9c1e21867513b5b72fa9-0-ed66463892fd6598822e73f4aef823f67fe1f303"
