"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Multiple","","Multiple","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-d498ef20894053ab9dc6394c680ebec71cc641b0","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-68f36b8efc6fe36f6ee4e103d13c96543e8a4fc5","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-4a5612e54778c373dfe64faefcf7c4a41f60d9d1"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-1-60a0d65e001a176f1615e218cae7f35af1671505","c972e75787be2b9853057e2f41cd4a0615ae36d2-1-14c4efe46f81d4f66661b54b8f496711d34797ed","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-4a5612e54778c373dfe64faefcf7c4a41f60d9d1"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-ef539667000f9e5a8c3fe8f70ae5f607a3ec8495","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-48220ff7ab4442b9ac138cdc204cab3222cd59c9","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-1-3828c7fcb4357f9697714a9d955a6ec401cb2f73"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-30a4dcd4fa510da674c0a79c3ff7850c4604be41","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-2959d9a12bf06f7efaca3d23f437737b5e94283f","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-2-800418f0f4055fcddc6db40b7fb5bc6b6c9020b9"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-dc53458aef2e365d0eb513f1c41099ec765115af","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-af976afcecff79cc661a75b2faa8be873c6c8a91","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-3-ba97fccf94d50eb20a5aba94af89ed80126a1c7a"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-4291a88a68f2bb0c36466db7a2fba1a5e387163c","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-4835f5f20b735984d32361f4cba724a27da137a0","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-4-abf09d500dc54fc61114c3530477e9b696fc2ab0"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-347643bb173d1ae32a972bff08d709d938463aa8","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-9ad71b4deda9db04c26bba3d61f1e867ddbf1e8d","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-5-b32abea15d6cdaf0ca308ca275206e1a161e71a2"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-1cf58266c9f756b6483634d010998d13a4194583","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-c6d62fd7ace05a36c5b4dac9f1b55cb165266ac0","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-6-b137f331b072752728e799a6e04028cad09b8cc1"
"TBS","","TBS","1","4","1","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-c972e75787be2b9853057e2f41cd4a0615ae36d2-0-9da694c84ea551e353c45a5ad56aa67de8907f40","c972e75787be2b9853057e2f41cd4a0615ae36d2-0-e4d3caf245a574e0716e8487a4452ef1bb02ffba","c972e75787be2b9853057e2f41cd4a0615ae36d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","c972e75787be2b9853057e2f41cd4a0615ae36d2-7-d8d67f252f76ddc3f90d63f4887f368c4fded427"
"JCB, Inc.","","Pooler, GA","2","40","10","0","4","5","9","0","4","2","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-54d7c58a22952aaac3914e5c22be948992c2f0ef","ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-e45eeca30dc108a97b99168c1eec08095b029c9a","ca2609f555256bedc2e1b0c72c364b75c8322b2a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-d0f06da40eb48a0e7d32b51eb63331a89296dcbe"
"Case New Holland of America","","Racine, WI","5","36","10","0","4","3","7","0","4","2","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-9ed96bdacc778e94c2abecb7070741bd42aaede5","ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-ebbdbc709805d31c0e51cb6dddc1dcbb2e219182","ca2609f555256bedc2e1b0c72c364b75c8322b2a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ca2609f555256bedc2e1b0c72c364b75c8322b2a-0-e92a504d1f332e912dce361710f0e55dafcbc4b9"
"Trimble Inc","","Cincinatti, OH","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cca5c69decbf142072c2c57446b7f7831f7f073f-0-fea8f79de737de8c6d1bc7a44a7fe29e26a87051","cca5c69decbf142072c2c57446b7f7831f7f073f-0-05c324590de360547d493645814cb6bfe87d5799","cca5c69decbf142072c2c57446b7f7831f7f073f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cca5c69decbf142072c2c57446b7f7831f7f073f-0-117d5ee9db3757bd0bb80b530dde8258ce31b064"
"TAG Inc","","Sterling, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cca5c69decbf142072c2c57446b7f7831f7f073f-0-1dcd8477bd784af04403eead000f025005179f6b","cca5c69decbf142072c2c57446b7f7831f7f073f-0-d3e1e81bb38e89454db746926edbdd30e907a461","cca5c69decbf142072c2c57446b7f7831f7f073f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cca5c69decbf142072c2c57446b7f7831f7f073f-1-41918062f71ab5191b861a664c59216815f7032e"
"TBD - GPS-S","","TBD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cca5c69decbf142072c2c57446b7f7831f7f073f-1-7030d97d9e8ecdf313029a0929a4fca971af8d31","cca5c69decbf142072c2c57446b7f7831f7f073f-1-c97e0c26208a31bef6d55cd99c92b095acb9d8e2","cca5c69decbf142072c2c57446b7f7831f7f073f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cca5c69decbf142072c2c57446b7f7831f7f073f-1-41918062f71ab5191b861a664c59216815f7032e"
"PMCHS","","Ft Monmouth, NJ","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdaa0f4db259e9d4036652c6d5579f3abd600c8b-0-facf6230b44ab90dfec4493945d69057416941cc","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-0-28cec329d6785219afbca42f79204c23ab639c39","cdaa0f4db259e9d4036652c6d5579f3abd600c8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-16-dfb98ac43a46c9d6b97ab662efd605310fe210e2"
"PMCHS","","APG, MD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdaa0f4db259e9d4036652c6d5579f3abd600c8b-1-64fb3375227c32384c244ba18c4ca0c0505309f0","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-1-2671f55bd9e0158b51b6d451622b74674bd7b53d","cdaa0f4db259e9d4036652c6d5579f3abd600c8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-16-dfb98ac43a46c9d6b97ab662efd605310fe210e2"
"PMCHS","","APG, MD","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdaa0f4db259e9d4036652c6d5579f3abd600c8b-0-84d1b9d527db38c15fa343a0158112b097a407a9","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-0-a9dbc5fe280f7cdf95e3d383fb8cd1687cdb11c9","cdaa0f4db259e9d4036652c6d5579f3abd600c8b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdaa0f4db259e9d4036652c6d5579f3abd600c8b-17-94bf1d610f058f264c3b6ac413fd678886c1c7a0"
"Cessna Aircraft Company","","Wichita, KS","1","60","36","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdb9ff13c53e5d184a5afc22e4edcf2ec5c9ed1f-0-8f51aed8b2237bb98e9811b107b959e6800cb645","cdb9ff13c53e5d184a5afc22e4edcf2ec5c9ed1f-0-aa89629fbefc267aa33c8eedbb86b193c71290d0","cdb9ff13c53e5d184a5afc22e4edcf2ec5c9ed1f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdb9ff13c53e5d184a5afc22e4edcf2ec5c9ed1f-0-5f8cb8959c7f4193f3ca2249f74fb127bc6b6de7"
"Boeing - Airlift and Tankers. Long Beach","","CA","10","15","10","0","9","9","18","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-0-e213980d69ce65c2b7fc1ec33b627a7766d50ed9","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-0-cc842ed63e0b0d3a6be059b76211301e8ec71f1b","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-0-a18331b6839fc210781820c35e8af98110fcca20"
"Pratt & Whitney","","East Hartford, CT","0","0","0","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-0-e4d03a69dc89b8c9e57276a22fef27fc8104e09b","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-0-6fd0718a808fcbd5009abee4206498cf6dbb4506","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-1-412d72033c35a1b40fc2a2ae9641ad9dda2c37b6"
"Pratt & Whitney","","East Harford, CT","0","0","0","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-1-6274f7af377f633de5fc428234bdb617304c3799","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-1-bc571757c1a22dbd1271843a0c870c068bea39b4","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdc3faf642aabc87ef1717e7b622d8fb22b52ac6-1-412d72033c35a1b40fc2a2ae9641ad9dda2c37b6"
"GENERAL ATOMICS / ASI","","SAN DIEGO","12","120","36","8","5","21","26","8","5","21","26","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cdc64624b7c6e6a946c04c719e8be7fc9b8b2f52-0-8f495dde32187748f7eaa6ba2f885ec6ac043a3f","cdc64624b7c6e6a946c04c719e8be7fc9b8b2f52-0-cb6a8235b87782330f2ede630c0ae132a823654e","cdc64624b7c6e6a946c04c719e8be7fc9b8b2f52","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cdc64624b7c6e6a946c04c719e8be7fc9b8b2f52-0-43a1f5856f9c2ecb5c8ada8da7a1c2b53053ccfd"
"Caterpillar","","Peoria, IL","9","40","30","0","3","2","5","0","4","6","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cf07667d63a539da059d2af75693118cc53c2d81-0-7a61ed16a441d9bcbbbae1b011c9022c0fd9fec8","cf07667d63a539da059d2af75693118cc53c2d81-0-ae0ea4bdd0916b5b9429312111e2435997f68471","cf07667d63a539da059d2af75693118cc53c2d81","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cf07667d63a539da059d2af75693118cc53c2d81-0-b5aadd352bfd70465843e96f3937de0d470c12e1"
"Lockheed Martin - Aero","","Marietta, GA 30063-0290","12","36","36","30","0","0","0","30","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-cfa59c4edd801d417220ebb3524909c24e50b6cc-0-5529665847984674c342ffe3fbbaa1449052ca21","cfa59c4edd801d417220ebb3524909c24e50b6cc-0-d7e5a9b67cd8da33579942636e93d22fe5d0ff4e","cfa59c4edd801d417220ebb3524909c24e50b6cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","cfa59c4edd801d417220ebb3524909c24e50b6cc-0-cfce6106e091f9067281b4dc2e817ede9f140fdb"
"Globe Trailer","","Florida","12","66","12","0","9","8","17","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d0e130e11da22cc453ffbc274bfb3ec12223149d-0-478b7c506f77a1369c90b3db6a1b1f1a6ee88866","d0e130e11da22cc453ffbc274bfb3ec12223149d-0-e118899d558456bf9bb9030d8ed26edf757f8e0a","d0e130e11da22cc453ffbc274bfb3ec12223149d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d0e130e11da22cc453ffbc274bfb3ec12223149d-1-193ded03c76670306f6f135481a7ba1de4e8251e"
"Lockheed Martin M.&F.C Sys.","","Dallas, TX","154","500","250","8","2","11","13","0","2","11","13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d2a6148ef94d2d5ab57e58ab91942c8d75e39b1b-0-51fa79b98347074d59e59108c5fd479ac79fa2b5","d2a6148ef94d2d5ab57e58ab91942c8d75e39b1b-0-456f188c28ad438e8e9313bd54a32a4ee66bb742","d2a6148ef94d2d5ab57e58ab91942c8d75e39b1b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d2a6148ef94d2d5ab57e58ab91942c8d75e39b1b-0-404328f972a22992ee0032ad65cc9ace068fcb74"
"Kipper","","Gainsville GA","2","30","15","0","2","6","8","0","2","6","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d2e12cbf893204c2e99e204f546fc17479c363dc-0-d57de9dfc3cc613af8f1e0bc0e86b7c563b52534","d2e12cbf893204c2e99e204f546fc17479c363dc-0-1a67bcaea5dd02feaad631a3765f152762982a28","d2e12cbf893204c2e99e204f546fc17479c363dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d2e12cbf893204c2e99e204f546fc17479c363dc-2-51c8006ead3efaa99bb5502c2f9354cf5e5ae06d"
"KIPPER","","GAINESVILLE GA","5","50","25","2","2","3","5","2","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d2e12cbf893204c2e99e204f546fc17479c363dc-0-a7ae2f99184375157068ca1c4270d71f295ef16c","d2e12cbf893204c2e99e204f546fc17479c363dc-0-5e9f4434fb79a78a4e9a9a455579bc114163b2f5","d2e12cbf893204c2e99e204f546fc17479c363dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d2e12cbf893204c2e99e204f546fc17479c363dc-2-abd74c995fa9c0375bfef712b91f03251d10c5be"
"KIPPER","","GAINESVILLE GA","10","50","25","1","2","3","5","1","2","3","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d2e12cbf893204c2e99e204f546fc17479c363dc-0-eea2bb2f91f02d5e220e14a757f00717f64fb50b","d2e12cbf893204c2e99e204f546fc17479c363dc-0-83fd34856795a1e76309f117b28b36b5b3cdedfa","d2e12cbf893204c2e99e204f546fc17479c363dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d2e12cbf893204c2e99e204f546fc17479c363dc-2-020907ab78a96f42f684d6bf725cffc1e908eaac"
"TBS","","TBS","1","10","8","0","6","12","18","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d358730f624774a3d7592194bbe3edd4e75d5276-0-8d229676f1f991b71818446a46aa60f0d4cac53d","d358730f624774a3d7592194bbe3edd4e75d5276-0-71a57ec0d692506ca6be818e9387406115b53856","d358730f624774a3d7592194bbe3edd4e75d5276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d358730f624774a3d7592194bbe3edd4e75d5276-0-2d96ca610a0cb1f7b7e7c839181cf98933ca832b"
"TBS","","TBS","1","10","8","0","6","12","18","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d358730f624774a3d7592194bbe3edd4e75d5276-0-29d23e0d9eda941a5ecb5fd552b4039ea64f1f88","d358730f624774a3d7592194bbe3edd4e75d5276-0-e3f65b71ec998e2a7e49faa8e28ed0d1bc37f948","d358730f624774a3d7592194bbe3edd4e75d5276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d358730f624774a3d7592194bbe3edd4e75d5276-1-2d22225202ad41159520645d03997bd75790bd25"
"TBS","","TBS","1","10","8","0","6","12","18","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d358730f624774a3d7592194bbe3edd4e75d5276-0-680eccdd07f42c85c6ccbf9d3ab2d6d5edd165d5","d358730f624774a3d7592194bbe3edd4e75d5276-0-e8ed70b957760a2d4c3170284e1a1c222cdee8ea","d358730f624774a3d7592194bbe3edd4e75d5276","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d358730f624774a3d7592194bbe3edd4e75d5276-2-1d2bf3749ebd42b438003f038f1105cb6365e249"
"TBD","","TBD","12","24","16","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d36501be85f374e7c7eb24c68caef5b41de0a3c2-0-8b2ddda28e4eafba044883709d75ccec21c06efc","d36501be85f374e7c7eb24c68caef5b41de0a3c2-0-86c87a7385ebcbfac71c6539991b5132ebdcd5c2","d36501be85f374e7c7eb24c68caef5b41de0a3c2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d36501be85f374e7c7eb24c68caef5b41de0a3c2-0-e598fc8d094055458772e1582c17b8a1e1dedee8"
"DRS-SSI","","West Plains, MO","36","240","96","0","8","13","21","0","10","14","24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-3947d0b58bdcccd4a855bbca5c5a4bcad5e90fb6","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-db18639a6ea75096eb8ca0c3398202031a74af8b","d6112e72241ad0bbaf28cdd465799cb0ba0baca8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-01ffed6cdede1b0483f4e3db4e84c0e2349628cf"
"Raytheon Corp.","","McKinney TX","60","420","360","0","5","14","19","0","6","12","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-31b3cad947848836724fbf2aea390e606cec1b4e","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-cd67660ce7ffb85a116ca394902302399be4a3be","d6112e72241ad0bbaf28cdd465799cb0ba0baca8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-1-d3df5cfa91c7252be4c6c6d5db6f5f060a639a59"
"Textron M & L Systems","","New Orleans, LA","36","576","144","0","10","11","21","0","8","8","16","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-4573a80b9f3fd6afcf8544d8504495653514f01d","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-0-a82c9d00694a917f9b95d40ef170cab1c9b6f4d4","d6112e72241ad0bbaf28cdd465799cb0ba0baca8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d6112e72241ad0bbaf28cdd465799cb0ba0baca8-2-a8720cb6a65481db06449462a8e2f199f629f2d2"
"NCW Modem","","General Dyanmics - Taunton","15","200","25","0","2","5","7","0","2","5","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d67a78032d0dc0c09fde88fd339742e94dc41427-0-8e40e17af00e9cda3d09cc1f5b3508c47009d587","d67a78032d0dc0c09fde88fd339742e94dc41427-0-cb8a9363433013cbdd01079d78e1a7309ca0623b","d67a78032d0dc0c09fde88fd339742e94dc41427","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d67a78032d0dc0c09fde88fd339742e94dc41427-0-a09a0bffbba6258a8b9261bed58a8ab2d4687112"
