"@projectCategoryName","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Number_val","Title_val","CostElementList_Construction_PriorYear_TotalCost_val","CostElementList_Construction_CurrentYear_TotalCost_val","CostElementList_Construction_BudgetYearOneBase_TotalCost_val","CostElementList_Construction_BudgetYearOne_TotalCost_val","CostElementList_Construction_BudgetYearOneOCO_TotalCost_val","CostElementList_Equipment_PriorYear_TotalCost_val","CostElementList_Equipment_CurrentYear_TotalCost_val","CostElementList_Equipment_BudgetYearOneBase_TotalCost_val","CostElementList_Equipment_BudgetYearOne_TotalCost_val","CostElementList_Equipment_BudgetYearOneOCO_TotalCost_val","CostElementList_EquipmentInstallation_PriorYear_TotalCost_val","CostElementList_EquipmentInstallation_CurrentYear_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneBase_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOne_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneOCO_TotalCost_val","CostElementList_ContractorSupport_PriorYear_TotalCost_val","CostElementList_ContractorSupport_CurrentYear_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneBase_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOne_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_Other_BudgetYearOneBase_TotalCost_val","CostElementList_Other_BudgetYearOne_TotalCost_val","CostElementList_Other_CurrentYear_TotalCost_val","CostElementList_Other_PriorYear_TotalCost_val","CostElementList_Other_BudgetYearOneOCO_TotalCost_val","CostElementList_OtherInHouseSupport_CurrentYear_TotalCost_val","CostElementList_OtherInHouseSupport_PriorYear_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneBase_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOne_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_CorpsOfEngineersSupport_PriorYear_TotalCost_val","CostElementList_CorpsOfEngineersSupport_CurrentYear_TotalCost_val","EndItemSupportedModel_val","MilestoneList_InitialProjectAward_val","MilestoneList_FinalProjectAward_val","MilestoneList_ConstructionComplete_val","MilestoneList_EquipmentInstallationComplete_val","MilestoneList_ProveOutBegins_val","MilestoneList_ProveOutComplete_val","MilestoneList_FinalDesignComplete_val","MilestoneList_ConceptDesignComplete_val","NarrativeExplanation_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Production Support","1.959","","","","5113211","Control System Upgrade, Hexamine Facility","","","","","","0.993","","","","","0.903","","","","","0.063","","","","","","","","","","","","","","","","","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","2011-08","2011-08","","2013-05","2013-06","2013-07","2012-02","","Procurement dollars in the amount of $1.959 million support the upgrade and replacement of obsolete control equipment for hexamine production at Holston Army Ammunition Plant (AAP).  The Hexamine/Acetic Acid solution is a raw material ingredient for RDX and HMX explosives.  Due to the age of the existing facility equipment, the control system suffers parts obsolescence and a risk of injury to the operator.  The modernized facility will improve weighing, metering, batch sequences, standardized formulas and temperature controls, which will be integrated into the plant wide control system.  Modern instrumentation and control systems will ensure consistent formulation of hexamine/acetic acid solutions.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-11-f5c988eab3a8a36077f02eeceb854a579c90e129","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","6.552","","","","5113239","Modernization of Acetic Acid Recovery Facilities","","","","","","2.181","","","","","4.364","","","","","0.007","","","","","","","","","","","","","","","","","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","2011-09","2011-09","","2013-09","2013-09","2013-12","2011-02","","Procurement dollars in the amount of $6.552 million support the modernization of the acetic acid recovery facility at Holston Army Ammunition Plant (AAP).  This facility is used to recover weak acid generated by explosives production processes.  The current acid recovery equipment and system has exceeded its useful life and is challenged by technology and part obsolescence issues.  Without an effective acid recovery system, Holston AAP is subject to system fails, production shut downs, safety and environmental risks.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-12-c794b51bd0f4d0d42d059b6c38c2ff0310d42bf8","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","0.359","","","","5113294","Solvent Recovery/Chilled Water - Agile Manufacturing","","","","","","","","","","","","","","","","","","","","","","","","","","","0.359","","","","","","Research & Development Explosives (RDX)","2012-01","2012-01","2013-09","2013-12","2014-01","2014-03","2012-04","","Procurement dollars in the amount of $0.359 million support the upgrades to the solvent recovery at the Agile Manufacturing Facility at Holston Army Ammunition Plant.  These improvements will eliminate the release of solvent into the wastewater stream during Ultra-Fine Research and Development Explosive (UF-RDX) production.  This effort will also enhance the installation's ability to comply with environmental regulations, specifically the Resource Conservation and Recovery Act (RCRA).","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-13-87f73b2d13e3f0686677629b050d6f3a0e4a875b","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","2.142","","24.281","24.281","5XX3528","Insensitive Munitions (IM) Explosive Ingredients Manufacturing","","","9.499","9.499","0.000","","","9.307","9.307","0.000","","","3.305","3.305","0.000","","","1.728","1.728","0.000","","","","2.142","","","","0.442","0.442","0.000","","","IMX-101, IMX-104","2013-03","2013-03","2014-03","2015-03","2015-03","2015-06","2012-12","","FY 2013 Base procurement dollars in the amount of $24.281 million support the procurement and installation of an Insensitive Munitions (IM) Ingredients manufacturing facility at Holston Army Ammunition Plant (AAP).  This facility will provide sufficient production capacity to meet future requirements of IMX-101 and IMX-104.  Holston AAP currently does not have capability to meet the new IM production requirements.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-14-5ddb97eb0cdff7d5d46f27ec588e1d4877f486dd","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","3.547","","","","5113663","Acidic Pipe Line Modernization Upgrades","0.566","","","","","2.241","","","","","0.655","","","","","0.085","","","","","","","","","","","","","","","","","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","2011-11","2011-11","2012-04","2012-04","0212-04","2012-06","2012-02","","Procurement dollars in the amount of $3.547 million support the installation of a new pipeline for the 503/504 pipeline that supports production of RDX and HMX explosives at Holston Army Ammunition Plant.  This project reduces maintenance and operational costs due to legacy pipeline system which has exceeded its life span.  A portion of this legacy pipeline system required relocation due to the safety requirements of construction permits related to an ongoing modernization effort at Holston AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-15-6d5c8bd6435086aed4beeb7b8187581cbce68c0a","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","0.386","","","","5113674","B-11 Tank Farm & Infrastructure","","","","","","0.303","","","","","","","","","","0.083","","","","","","","","","","","","","","","","","DNAN, HMX, NTO, RDX","2011-10","2011-10","2011-11","2011-11","2011-11","2011-11","2011-11","","Procurement dollars in the amount of $0.386 million support the activation and repair of the B-11 Tank Farm and infrastructure to support Ammonium Nitrate Solution (AnSOL) storage at Holston Army Ammunition Plant.  This effort is required to avoid interruption of explosives production.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-16-69e8e5bc37b45d22b727baecc870db1a788af3e0","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","63.34","","","","5113964","Modernize & Consolidate Acid Facilities","5.067","","","","","22.169","","","","","31.297","","","","","3.636","","","","","","","","","","","1.171","","","","","","Research & Development Explosives (RDX)/High Melt Explosives (HMX)","2011-07","2011-07","2012-09","2013-09","2013-09","2014-03","2012-03","","Procurement dollars in the amount of $63.340 million support the final phase to complete relocating the Area A Acids Facility (Acetic Acid and Anhydrous Acid operation) to Area B at Holston Army Ammunition Plant.  This phase will complete the installation of the process equipment and perform prove out.  This project eliminates unnecessary costs and operating inefficiencies, improves energy and operation security requirements.  It also reduces safety and environmental risks by eliminating the requirement to transport acetic acid and acetic anhydrite seven miles through residence areas.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-17-bfbde2111336a190b352b9f8972a2aac6d19640c","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","","3.105","","","5123163","Fire Alarm System & Deluge System Upgrades","","1.189","","","","","1.03","","","","","0.205","","","","","0.255","","","","","","0.426","","","","","","","","","","Research & Development Explosives (RDX)/High Melt Explosives","2012-03","2012-03","2014-07","2014-07","2014-07","2015-02","2013-09","","Procurement dollars in the amount of $3.105 million support the design and installation of new alarm and deluge systems in production and service support buildings at Holston Army Ammunition Plant.  The existing alarm systems do not comply with safety standards, operate with obsolete equipment and lack automated notification.  The current fire alarm system poses a safety risk to personnel and loss of government property.  This project will provide for timely notification of fire emergencies in the operating and production support buildings, improve personnel safety and reduce the risk of property damage.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-18-4333444f4d2fe71b9322522e0e117ed4cfd8804c","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-c2b0efa6a84825bd9a38daf319d78eb3f0c2821b"
"Production Support","","2.019","","","5123352","Replace Electrical Services, Line 2","","1.883","","","","","","","","","","","","","","","0.136","","","","","","","","","","","","","","","","102mm & 105mm Tank Ammunition","2012-03","2012-03","2013-12","","","","","","Procurement dollars in the amount of $2.019 million support modernization upgrades to electrical services on Line 2 at Iowa Army Ammunition Plant.  This project will eliminate safety hazards associated with the existing services lines.  Effort will also satisfy federal and local electrical code compliance standards and provide adequate electrical services to meet full production capacity.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-5034e420403f83bac6b5d33876b60880c96763aa","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","","7.428","","","5123393","Primary Electrical Distribution System Upgrade","","6.936","","","","","","","","","","","","","","","0.492","","","","","","","","","","","","","","","","155mm Artillery, 120mm Tank, Modular Artillery Charge System (MACS)","2012-03","2012-03","2013-12","","","","","","Procurement dollars in the amount of $7.428 million support modernization upgrades to the current primary electrical distribution system at Iowa Army Ammunition Plant.  Power outages and fluctuations generate surges that damage computer-controlled machinery on production and support equipment.  The existing primary electrical system requires frequent repairs and poses safety hazards to operational and maintenance personnel.  This project will provide continued, uninterruptable electrical service throughout the installation.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a1095cb8ed4f154ec3c6b82f483b7e1ac2870631","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","3.214","","","","5113470","Roof Replacement, Production Buildings","3.004","","","","","","","","","","","","","","","0.21","","","","","","","","","","","","","","","","","105/155mm Artillery, 120mm Tank, Modular Artillery Charge System (MACS)","2011-03","2011-03","2012-03","","","","2010-11","","Procurement dollars in the amount of $3.214 million support rehabilitation and replacement of roofs on production buildings at Iowa Army Ammunition Plant.  Project also includes inspection of all roofs on active production buildings.  This project will protect modernized equipment and improve personnel safety in production areas.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-121c33853e6f98814108326a7e22409a8f4e3850","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","4.01","","","","5113527","Rail System Upgrade","","","","","","2.121","","","","","1.503","","","","","0.232","","","","","","","","0.154","","","","","","","","","120mm Tank, 105/155mm Artillery, Modular Artillery Charge System (MACS)","2011-03","2011-03","","2012-12","","","2010-12","","Procurement dollars in the amount of $4.010 million support upgrades to the aging and failing rail system at Iowa Army Ammunition Plant.  Modernization upgrades will include the east running track, north running track and tracks 1 through 5 to Yard F.  Additionally, effort includes drainage work, ties, ballast and rail replacement.  Rail system upgrades are required in order to prevent accidents involving derailment and potential overturning of explosive laden rail cars.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-b58216f65a5890d35b259b438569c4d51ddfcc6c","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","2.386","","","","5113537","Replace Line 1 Water Distribution System","2.228","","","","","","","","","","","","","","","0.114","","","","","","","","0.044","","","","","","","","","40mm, Family of Scatterable Mines (FASCAM)","2011-03","2011-03","2012-09","","","","2011-03","","Procurement dollars in the amount of $2.386 million support the replacement of Line 1 water distribution system at Iowa Army Ammunition Plant.  The existing water distribution system is nearly 70 years old and experiences frequent water line failures.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-fc7741b91244946bfb10259995e1c1f0914e71ed","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","","","5.346","5.346","5133573","Natural Gas Service, Main Heat Plant & Boiler, Building 1-62","","","2.9","2.9","0.000","","","1.127","1.127","0.000","","","0.491","0.491","0.000","","","0.201","0.201","0.000","0.627","0.627","","","0.000","","","","","","","","105mm/155mm Artillery, Primers, Tank Ammunition, FASCAM","2013-06","2013-06","2015-02","2015-02","","","","","FY 2013 Base procurement dollars in the amount of $5.346 million support modernization improvements to the natural gas steam plant at Iowa Army Ammunition Plant.  The auxiliary steam plant provides high pressure steam for process requirements and space heating throughout the installation.  This effort will also modernize the legacy coal handling system for the main coal fired steam plant.  These upgrades will reduce the risk of freeze damage during winter months.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-5-202c45bae529fcd12641e695d1434f65b69b23ab","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","","","9.818","9.818","5133574","Upgrade Main Heating Plant","","","0.558","0.558","0.000","","","2.603","2.603","0.000","","","5.431","5.431","0.000","","","0.343","0.343","0.000","0.883","0.883","","","0.000","","","","","","","","105/155mm Artillery, Primers, 120mm Tank Ammunition, FASCAM","2013-05","2013-05","2015-02","2015-02","","","","","FY 2013 Base procurement dollars in the amount of $9.818 million support the modernization of the main heating plant at Iowa Army Ammunition Plant.  This project will maintain continuous production of steam for process and space heating. Modernization efforts also include the construction of a natural gas pipeline to support the installation of dual fuel burners at the main heating plant.  These upgrades will allow the heating plant to maintain Environmental Protection Agency and State Department of Environmental Quality emissions compliance.  Additionally, this project will improve operator safety by eliminating the manual process of igniting the coal fired boiler and exposing the operator to a flash flame.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-6-2ba0e214a49b8a8f0dfb911332abb0029155fc29","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","0.592","","","","6113664","Exhumation of Flyash","","","","","","","","","","","","","","","","","","","","","","","","0.592","","","","","","","","","105/155mm Artillery, Tank Ammunition, Modular Artillery Charge System(MACS)","2010-12","2011-12","","","","","","","Procurement dollars in the amount of $0.592 million support the exhumation, transportation and disposal from the existing landfill to an off-site municipal landfill to restore Iowa Army Ammunition Plant (AAP) landfill capacity.  The capacity will support ongoing production requirements and allow for emergency disposal of flyash at Iowa AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-7-43c166e3a4d504255aae50ef0e7442d70069a6c7","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","","0.587","0.562","0.562","5XX5333","Production Support Equipment Replacement","","0.538","0.515","0.515","0.000","","","","","","","","","","","","0.049","0.047","0.047","0.000","","","","","","","","","","","","","105mm Artillery, 120mm Tank","2013-05","2013-05","2014-11","","","","","","FY 2013 Base procurement dollars in the amount of $0.562 million support this effort to rehabilitate a propellant transfer ramp from building 2-15 (propellant magazine) to building 2-12 (production building) to assure that propellant can be transferred in a safe and efficient manner.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-8-9c67f4a821131706a313b542a5be795304e5b2cb","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","1.39","","","","5113538","Replace Lightning Protection System; Lines 1, 2, 3 & 3A","1.324","","","","","","","","","","","","","","","0.066","","","","","","","","","","","","","","","","","Composition B, Trinitrotoluene (TNT)","2011-03","2011-03","2012-10","","","","2011-03","","Procurement dollars in the amount of $1.390 million support the installation of new lightning protection systems on production buildings for Lines 1, 2 and 3 at Iowa Army Ammunition Plant.  The existing lightning protection systems do not comply with Army Regulation (AR) 385-64. The production buildings store hazardous materials causing a safety risk during load, assemble and pack (LAP) operations.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-9-087a4fb19e84800c9cc3576192843dfc45db03e2","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-a3943864df79b5e9e757b451e9a9436db840b4aa"
"Production Support","0.551","","","","5113168","Structural Evaluation, Production Buildings 1, 2, & 3","","","","","","","","","","","","","","","","","","","","","","","","0.551","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2011-07","2011-07","","","","","2011-09","","Procurement dollars in the amount of $0.551 million support the structural evaluation of production buildings at Lake City Army Ammunition Plant.  Effort includes evaluation of floor loading, column loading, roof loading, and ability to sustain a catastrophic event.  Due to the age of the buildings, sections of the concrete mezzanine have fallen down on the first floor, placing personnel and equipment at risk of injury and damage.  These buildings are mission essential to the operation of the plant.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-eddd7452abf9e5fdc5e2b5a805d4fa8edfa140b1","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","36.293","36.293","5133652","Install Heating, Ventilation, and Air Conditioning (HVAC) System - Bldg 3","","","0.642","0.642","0.000","","","30.156","30.156","0.000","","","4.937","4.937","0.000","","","0.558","0.558","0.000","","","","","","","","","","","","",".50 Cal, 20mm, 7.62mm","2012-12","2012-12","2015-09","2015-09","2015-11","2015-11","","","FY 2013 Base procurement dollars in the amount of $36.293 million support modernization and installation of a new heating, ventilation and air conditioning system in Building 3 at Lake City Army Ammunition Plant (AAP).  This project will improve the quality of work environment at Lake City AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-2dd6261a7e19e942c61bc3d29b54fabd1b26404c","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","3.176","","","","5113933","Install Occupational Safety and Health Administration (OSHA) Guarding on Equipment","","","","","","2.296","","","","","0.74","","","","","0.039","","","","","","","","0.039","","","0.062","","","","","",".50 Cal, 20mm, 5.56mm, 7.62mm","2011-06","2011-06","","2013-07","","","","","Procurement dollars in the amount of $3.176 million support continued installation of up-to-date Occupational Safety and Health Administration (OSHA) guards on machinery and equipment to comply with current regulations at Lake City Army Ammunition Plant.  This project will install industry standard guarding on small caliber ammunition equipment to reduce the risk of injury or death.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-5aa89505713479b1989ea5abe9669e7e81808a17","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","0.508","0.508","5133937","Electrical Pole Replacement","","","0.334","0.334","0.000","","","0.093","0.093","0.000","","","0.061","0.061","0.000","","","0.02","0.02","0.000","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2013-03","2013-03","2013-12","2013-12","","","","","FY 2013 Base procurement dollars in the amount of $0.508 million support replacement of existing power poles with new pole support systems at Lake City Army Ammunition Plant.  Current power poles are aging and collapsing, resulting in production down time.  In addition, downed power lines are an inherent danger to personnel and property.  Replacement is necessary to eliminate disruptions in electrical power.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-b9a20656ecefd3742d34310064defa81b74ae016","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","7.175","","","","5113976","Fire Protection/Alarm Detection","","","","","","4.975","","","","","1.871","","","","","0.098","","","","","","","","0.092","","","0.139","","","","","","5.56mm, 7.62mm","2011-07","2011-07","","2012-09","","","2011-11","","Procurement dollars in the amount of $7.175 million support installation and prove out of industry standard fire detection and alarm system at Lake City Army Ammunition Plant.  All sensors will be rated for use in an explosive environment and will replace the current, antiquated fire alarm system.  Effort is required due to frequent occurrence of false alarms, resulting in production stoppages.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-9b11b1d9271da5a471e44567871d3ce7f9069eb3","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","0.4","","0.804","0.804","5XX5332","Production Support Equipment Replacement","","","0.356","0.356","0.000","0.273","","0.187","0.187","0.000","0.113","","0.232","0.232","0.000","0.006","","0.029","0.029","0.000","","","","","","","0.008","","","","","",".50 Cal, 20mm, 5.56mm, 7.62mm","2013-03","2013-05","2013-12","2014-07","","","","","FY 2013 Base procurement dollars in the amount of $0.804 million support this effort to upgrade and replace outdated and obsolete electrical switchgear, which will provide for a reliable/safer electrical distribution system and eliminate production interruptions.  It will also replace and provide upgrades to the structural and roofing systems in buildings 14A and 161.  The current roofs have deteriorated and experience leaks, which puts vital small caliber ammunition and primer production capability at risk.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-5-85cfe3c43287358189f5c1390c4d6b1ae5667b5d","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","7","7","5133356","Small Caliber Modernization, Production Line Upgrades","","","","","","","","4.304","4.304","0.000","","","2.33","2.33","0.000","","","0.233","0.233","0.000","","","","","","","","0.133","0.133","0.000","","","","2013-05","2013-05","","2014-11","","","","","FY 2013 Base procurement dollars in the amount of $7.000 million support modernization improvements in small caliber ammunition manufacturing at Lake City Army Ammunition Plant.  Efforts include upgrades to 5.56mm tracer bullet manufacturing and cartridge loading, replacement of small caliber link stamping presses and heat treating furnaces, construction of a covered ballistic test range and automation of the small caliber primer manufacturing operation.   These upgrades are required due to the age of the equipment and extensive production requirements in recent years.  This effort will improve product quality, equipment reliability, availability and maintainability while addressing personnel safety.  Automation of the primer manufacturing operation will reduce operator exposure to explosive materials.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-6-6adfec02192845550d428f3fb479a2f84eedd362","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","1.169","","","","5113499","Trestle Bridge Replacement, Perimeter Road","1.092","","","","","","","","","","","","","","","0.055","","","","","","","","","","","0.022","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2011-07","2011-07","2011-07","","","","2012-02","","Procurement dollars in the amount of $1.169 million support replacement of three aging and deteriorating wooden trestles on the perimeter road at Lake City Army Ammunition Plant.  The wooden trestles, which are failing and require constant repairs, provide primary access to the northern area of the facility.  In addition, the facility's emergency vehicles exceed the weight limit of the existing trestles.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-7-c2d0124030b5c11d1fe20915f4576a4f9eed0677","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","1.28","1.28","5133650","Air Balance Deficiencies, Buildings 1 & 3","","","","","","","","","","","","","","","","","","","","","1.28","1.28","","","0.000","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2012-12","2013-01","","","","","","","FY 2013 Base procurement dollars in the amount of $1.280 million supports air balance deficiency assessments within Buildings 1 and 3 at Lake City Army Ammunition Plant (AAP).  This effort will improve the quality of work environment at Lake City AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-8-c8e6c00b5f15e0c073f53a2cff5cd5d763ff8bb2","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","0.705","","","","5113171","Building 160 Influent Line Replacement, Double Containment","0.557","","","","","","","","","","","","","","","0.046","","","","","","","","0.102","","","","","","","","","","2011-07","2011-07","2012-05","","2012-05","2012-06","2011-11","","Procurement dollars in the amount of $0.705 million support the replacement of the underground double-containment piping flowing to Building 160, which is the Neutralized Explosives Wastewater Treatment Plant at Lake City Army Ammunition Plant.  Currently, the influent pipe is failing, releasing contaminates into the groundwater.  Federal and State environmental regulations prohibit the release of wastewater into the groundwater.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-9-6989336d955f79779687f8b73fe5e3bf1d4e5032","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
