"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Materials Research and Technology","11.830","Conducted Congressionally-directed effort.","10.000","Conduct Congressionally-directed effort.","f35fe0bddf8bed3aecc540d59bf8803b8e88e822-0-2c040c35a88bcc78c16bfb415bb7367074e94564","f35fe0bddf8bed3aecc540d59bf8803b8e88e822","root.record.ProjectList.Project","f35fe0bddf8bed3aecc540d59bf8803b8e88e822-2-73990128e2590e4ebe43ebb77b6190ef8e4d4e72"
"Metals Affordability Research","","","5.000","Conduct Congressionally-directed effort.","f35fe0bddf8bed3aecc540d59bf8803b8e88e822-1-5ead4dfa41edcc356426ab0571301927f907be2e","f35fe0bddf8bed3aecc540d59bf8803b8e88e822","root.record.ProjectList.Project","f35fe0bddf8bed3aecc540d59bf8803b8e88e822-2-73990128e2590e4ebe43ebb77b6190ef8e4d4e72"
"RESTORE PROGRAM FUNDING","30.309","Invested in mission opportunities for cost-effective future spaceflight to include:- Investment in the completion of the Air Force Research Laboratory (AFRL) Eagle spacecraft platform which will host at least three STP-sponsored payloads from the SERB-approved experiment list;- Investment in the configuration of the X-37B Orbital Test Vehicle to host multiple small payloads;- Purchasing a sounding rocket for the Active Ionospheric Control Experiment;- Funding a portion of the STP-H5 mission, a SERB payload carrier for flight on the International Space Station; - Funding the start of development of the Nanosatellite Standard Interface Vehicle for hosting future low-cost SERB payload missions.Provided operations and operations support for the Conjugated Disturbance Experiment and initiated mission design activities based on the 2012 SERB-approved experiment list.","","","f382a521d2d054f73862bed51ba18b72ad22e2c1-0-20b4471b1f90c2942ea9db9ef6cb6c8f5cf096e1","f382a521d2d054f73862bed51ba18b72ad22e2c1","root.record.ProjectList.Project","f382a521d2d054f73862bed51ba18b72ad22e2c1-0-9b104e062fbc7fa8604d00d7b9008ae77dcf455f"
"GMR JTRS (Cong)","","","51.000","$13.268M is to conduct close out of the Software Design and Development (SDD) contract. Activities include: identifying critical deliverables such as hardware, design specifications, instrumentation, modeling tools, simulators, etc. for delivery to the Government. Continue support to the GMR PMO (travel, training, payroll, etc.). Per USD(AT&L) memo dated 14 October 2011, $37.732M will be used to execute a Non-Developmental Item (NDI) strategy for a mid-tier networking capability.","05eab9e17a97ce18c34830471a6c982df36698d0-0-dfeb589c63964ce5ef11a1aac09b548a5d76cb90","05eab9e17a97ce18c34830471a6c982df36698d0","root.record.ProjectList.Project","05eab9e17a97ce18c34830471a6c982df36698d0-6-292b18e0068b0a2753b4a103e361c7217533795d"
"SMALL BUSINESS INSERTION","3.980","Provide the DESRON Commander, performing the Anti-Submarine Warfare Commander (ASWC) role, the ability to enhance the execution of Surface ASW by enabling net-centric ASW information exchange between assigned units. Currently the ASWC's two primary sensors, Periscope Detection Radar (PDR), SPS-74, and Surface Ship Sonar, AN/SQQ-89A(V)15, only provide data to the installed ship. Sharing this sensor information will dramatically improve the successful execution of the DESRON Commanders ASW mission. This funding will be used to provide engineering services that support integration, testing, evaluation, and certification of the interfaces between the Undersea Warfare - Decision Support System (USW-DSS) Build 2 and above surface ASW sensors. This will be accomplished by executing a formal test plan that includes: formal External Interface Testing (EIT); formal lab-based software certification; and multiple at-sea testing events as part of Development Testing in preparation for Operational Testing Certification.","","","098e9c7a8f167a092cce27bc186c42c609aedb8c-0-c05255a9b676b18673ebb9d2ef55c6dd15bad4b9","098e9c7a8f167a092cce27bc186c42c609aedb8c","root.record.ProjectList.Project","098e9c7a8f167a092cce27bc186c42c609aedb8c-1-4c050ee751291e3bdedae68c9c086e26d29b5d89"
"Unfunded Requirement","15.121","Increased development of multi-spectral optics which will address night vision capability gaps; concentrated on power requirements for SOF mobility platforms; and initiated efforts to address biometric and non-lethal engagement needs.   Classified unfunded requirement details are provided under separate cover.","15.000","Expand and enhance current Unclassified Test Bed (UTB) capabilities such as evaluating, developing, prototyping and fabricating quick reaction prototypes.  Included in this effort, is a classified area that will provide SOF the ability to quickly transition candidate technologies with multiple levels of classification.  Continue integration of Multi-Spectral optics which will address night vision capability gaps and signature management improvements; develop power solutions for SOF mobility platforms; and continued efforts to address non-lethal engagement needs.","0a4b8c5e275ba676deea500eb3ab012c571be5e7-0-50905adbac71d794c39bcce75e9257f8205f5bda","0a4b8c5e275ba676deea500eb3ab012c571be5e7","root.record.ProjectList.Project","0a4b8c5e275ba676deea500eb3ab012c571be5e7-0-00bf95cb0189c85e638d19e29836c7ff5291ded0"
"New Amphibious Vehicle (Cong)","","","25.000","Perform Hull Survivability Demonstrator and Technology Integration Demonstration efforts.  Provide concept design and analysis and test support. Provide engineering and technical services in support of vehicle integration architecture prototyping.","17d2646a39915fa91e1735ab0cb6393961faa21c-0-7d6ed9beacd742350553c50b1536bbf732ccae3a","17d2646a39915fa91e1735ab0cb6393961faa21c","root.record.ProjectList.Project","17d2646a39915fa91e1735ab0cb6393961faa21c-2-f46333d9e3d23777572f9051b26b766fa0560bf3"
"Small Business Technology Insertion","11.939","N/A","","","1d704e2dd8b3826a73637eefc85696f2bfa504a7-0-1eeff31050a2d4eaf53fc2cbd397d69708852731","1d704e2dd8b3826a73637eefc85696f2bfa504a7","root.record.ProjectList.Project","1d704e2dd8b3826a73637eefc85696f2bfa504a7-3-41968bd1e7db11c21680319cd8dffbe7a4c1f0a4"
"MMA SBIR (Cong)","","","10.000","N/A","1d704e2dd8b3826a73637eefc85696f2bfa504a7-1-24a3dc8d0b4c27a9f96f806b8c3759200946f850","1d704e2dd8b3826a73637eefc85696f2bfa504a7","root.record.ProjectList.Project","1d704e2dd8b3826a73637eefc85696f2bfa504a7-3-41968bd1e7db11c21680319cd8dffbe7a4c1f0a4"
"Metals Affordability Initiative","8.000","Conducted Congressionally-directed effort.","0.000","N/A.","1eed7201dcb34a9105771633de91499ae367c481-0-2be074e8d7c6c61c274df313ff31534f427b2cde","1eed7201dcb34a9105771633de91499ae367c481","root.record.ProjectList.Project","1eed7201dcb34a9105771633de91499ae367c481-2-6d17a32dbff8a4efeb6f0aa4b53cb846edde42c9"
"Silicon Carbide Composites Research","0.000","N/A.","12.500","Conducted Congressionally-directed effort.","1eed7201dcb34a9105771633de91499ae367c481-1-5476ef54928a27d7bfae27f495723682e167ac48","1eed7201dcb34a9105771633de91499ae367c481","root.record.ProjectList.Project","1eed7201dcb34a9105771633de91499ae367c481-2-6d17a32dbff8a4efeb6f0aa4b53cb846edde42c9"
"Advanced Materials Research","0.000","N/A.","8.500","Conducted Congressionally-directed effort.","1eed7201dcb34a9105771633de91499ae367c481-2-92f5486da45d388a93c52f3bebdd936e43637d30","1eed7201dcb34a9105771633de91499ae367c481","root.record.ProjectList.Project","1eed7201dcb34a9105771633de91499ae367c481-2-6d17a32dbff8a4efeb6f0aa4b53cb846edde42c9"
"MQ-1 Predator A UAV","3.500","Continued development, test, and integration of MQ-1 UAV payload and ground control station improvements.","","","2b05d6bd5d71a5fcc6f68303e40cd518ed468908-0-c37e340df6f8c87ce811d77a99ef0c622b4d6949","2b05d6bd5d71a5fcc6f68303e40cd518ed468908","root.record.ProjectList.Project","2b05d6bd5d71a5fcc6f68303e40cd518ed468908-0-30291b1e48a21c3e7a28e6d12b165233a9ab35da"
"Corrosion Control, Prevention and Prediction through Polymer R&D","34.700","1.  Funded additional corrosion prevention and control (CPC) technology insertion projects:     a) Direct to metal Non-Skid coating     b) Engineered touch up coatings     c) Tri-Service application of portable CPC Spray gun     d) Non-Destructive inspection through low-observable coatings     e) Corrosion resistant coatings for MRAPs2.  Continuation of the University Corrosion Collaboration (UCC) research and development efforts.  3.  The formation of Technology Corrosion Collaboration that now include not only the UCC members but the following new members:  the Service Academies, Service CPC Laboratories, AF Institute of Technology and the Naval Post Graduate School.  4.  Expansion of the Alternatives for Life Cycle Costs analysis5.  Development of several coatings and cathodic protection training courses and college equivalent engineering corrosion classes.","32.100","1.  Fund additional corrosion prevention and control (CPC) technology insertion projects:     a) Direct to metal Non-Skid coating     b) Engineered touch up coatings     c) Tri-Service application of portable CPC Spray gun     d) Non-Destructive inspection through low-observable coatings     e) Corrosion resistant coatings for MRAPs2.  Continuation of the University Corrosion Collaboration (UCC) research and development efforts.  3.  The formation of Technology Corrosion Collaboration that now include not only the UCC members but the following new members:  the Service Academies, Service CPC Laboratories, AF Institute of Technology and the Naval Post Graduate School.  4.  Expansion of the Alternatives for Life Cycle Costs analysis5.  Development of several coatings and cathodic protection training courses and college equivalent engineering corrosion classes.","32db96f0429bae1ec53da4da2f0d93567fbc69f3-0-2651730e73e083f73d9e51ca3e8067dd3ed49251","32db96f0429bae1ec53da4da2f0d93567fbc69f3","root.record.ProjectList.Project","32db96f0429bae1ec53da4da2f0d93567fbc69f3-0-0401d9e1679a6046ea71cd54bcb5276eef74fc9f"
"Adv Radar Innovation Fund - Air (Cong)","","","20.000","N/A","3565b747093f254942506f9dfb7f4e12472de022-0-a5046a1ad18f42455dda7682f4a043bd7ccf8d6d","3565b747093f254942506f9dfb7f4e12472de022","root.record.ProjectList.Project","3565b747093f254942506f9dfb7f4e12472de022-1-ba34c96f607d8d061b5de976c705d4cbe2704bc6"
"Advanced Signal Recognition - Cong","49.945","FY11 funded sensor improvements on the EP-3E with applications for the follow-on FoS sensors and platforms.  The funds are responsible for the development, integration and test of FoS Signal Intelligence sensors, data links, data relays, and ground systems for incorporation on the FoS platforms and the development of TCPED operations.","","","36d4c42741d7da619524558a481e7fca4c713b88-0-5e710923c6a3809064812d26a8fbbcb3550162bf","36d4c42741d7da619524558a481e7fca4c713b88","root.record.ProjectList.Project","36d4c42741d7da619524558a481e7fca4c713b88-0-5de679319deecf4b209bbbd0f4eea6f466bd3984"
"Combat Dragon II Demonstration (Cong)","","","20.000","N/A","36d4c42741d7da619524558a481e7fca4c713b88-1-2ddfe9f37ceaa871caa0c6a7aa6f18c05dc5fadd","36d4c42741d7da619524558a481e7fca4c713b88","root.record.ProjectList.Project","36d4c42741d7da619524558a481e7fca4c713b88-0-5de679319deecf4b209bbbd0f4eea6f466bd3984"
"Nanotechnology Research","0.000","N/A.","8.000","Conducted Congressionally-directed effort.","3a994e18d6fedf9f9011b8dffaf8a46dedbd1005-0-766045e59c83045c77121481cc01228d59925d6a","3a994e18d6fedf9f9011b8dffaf8a46dedbd1005","root.record.ProjectList.Project","3a994e18d6fedf9f9011b8dffaf8a46dedbd1005-0-305872b6ad49fe4d0c452486fa799975ece1976f"
"University Research Program (Cong)","","","20.000","Facilitate waivers to augment limits for Defense University Research Instrumentation Program (DURIP) competition proposals for the acquisition of major equipment to augment current or develop new research capabilities in support of defense relevant research, and to increase all competitive based university research programs.","3aa43348fcd79722575d4cfc84d98317c8ac5fbc-0-a5a6af3f54257df16914d048cd8423d55a63e255","3aa43348fcd79722575d4cfc84d98317c8ac5fbc","root.record.ProjectList.Project","3aa43348fcd79722575d4cfc84d98317c8ac5fbc-1-cf194659529e795b3be667f38e392577ece729e4"
"Joint Counter Radio-Controlled IED Elec Warfare - Cong","11.800","Technology development and risk mitigation for multi functional electronic warfare capabilities: Design, develop, and evaluate a system concept for the Network Enabled Electronic Warfare System (NEEWS).  The purpose of NEEWS is to collect and analyze information derived from current tactical sensors and electronic warfare systems; distribute it to tactical EWOs, EOD engineer, intelligence, and maneuver units to provide enhanced real time situation awareness for CREW and other electronic warfare systems.","","","3afb8b0106ce8f00fc11878e219404342eae755e-0-fe23025aa18f716461f6ac1ae3e8e18d655dff00","3afb8b0106ce8f00fc11878e219404342eae755e","root.record.ProjectList.Project","3afb8b0106ce8f00fc11878e219404342eae755e-1-9b6bb57d11c60dc0d2930905829c0b5a409967ed"
"Rapid Innovation Program","104.466","TBD.  The Department of the Navy is still in the process of identifying requirements and determining management control processes to execute Rapid Innovation Program funds in accordance with Congressional intent and Defense Department Guidance.","","","425368ae955cf82526b0e5f79bccabd9b857293a-0-b7ca773e42dc77b762e2c26e3f0af3e06d2866c6","425368ae955cf82526b0e5f79bccabd9b857293a","root.record.ProjectList.Project","425368ae955cf82526b0e5f79bccabd9b857293a-0-b73cf340a9cc78462aad4581728c3923ba94cf46"
"Cyber Security Research (Cong)","","","12.000","Computer Network Defense (CND) will accelerate and improve the cyber security, situational awareness, and efficiency of OCONUS Naval Enterprise Network (ONE-Net) and Information Technology for the 21st Century (IT-21) networks. Efforts will focus on enabling development of Navy high speed tactical network sensors. Conduct systems engineering and architect Theater Network Operations and Security (TNSOC) modifications required to support ONE-Net environment security enhancements and network efficiencies. Establish lab environment that can support thedevelopment of Ozone Widget framework tools. Begin to develop the architecture and integrate tools that support the automation of certification and accreditation processes in line with Defense Information Systems Agency (DISA) imperatives for continuous network monitoring and risk scoring. Determine optimal technical and governance solution for interception of outbound encrypted traffic, allowing for inspection and control. Update the CND development lab hardware to ensure Charleston Network Operations Center (CHASNOC), SSC Pacific Afloat, and End-to-End (E2C) labs contain the most current CND cyber security technologies. This will also promote comprehensive implementation of Host Based Security Systems (HBSS) and other DoD mandated tools and capabilities.","4259ade82ab7fc6fe421c95bab7ba793c50ee94f-0-c7a607bd7d60b29fbb6ad27d9bbf4026895f4480","4259ade82ab7fc6fe421c95bab7ba793c50ee94f","root.record.ProjectList.Project","4259ade82ab7fc6fe421c95bab7ba793c50ee94f-2-efc6af75eebfa4de5d1a18a7085863f9bde6002f"
"Cyber Security Research","","","12.000","Conduct Congressionally-directed effort on cyber security.","48c9aaedb45f1c993f68d6194bbbc94d37655cea-0-0472ab22dc2fa1272773edf29858e1d0c8b6ff2b","48c9aaedb45f1c993f68d6194bbbc94d37655cea","root.record.ProjectList.Project","48c9aaedb45f1c993f68d6194bbbc94d37655cea-0-c61c4b7c140cf8bdb3882a73aefbae951dad026b"
"AFRISS-TF","5.074","Efforts include the following: setup and implementation of Hosting Environment of AFRISS-TF, transforming database to database linking of interfaces to System Oriented Architecture environment, and development of a testing environment.","","","4e54d44423dbcfd49cf36341cb073ca40d50fbe1-0-121acc57d5bde2b5d7be5c1372fd4e076d53a301","4e54d44423dbcfd49cf36341cb073ca40d50fbe1","root.record.ProjectList.Project","4e54d44423dbcfd49cf36341cb073ca40d50fbe1-0-16be09fffa991b5f1aa92d764c7fc9c610f740db"
"Small Business Technology Insertion","7.959","FY11 Congressional Add used to develop array and array electronics upgrades.","7.500","Continue array electronics upgrades.","5054b88128c4769802e4b5f9bef3493ec837681a-0-c1a6612e9389f7a22eb864f18b9898d0671b49ed","5054b88128c4769802e4b5f9bef3493ec837681a","root.record.ProjectList.Project","5054b88128c4769802e4b5f9bef3493ec837681a-1-907db6fe38b4dc19ae7b90b173544dd4e3b6e9e2"
"AEHF Capabilities  Insertion Program (CIP)","39.700","In June 2011, awarded the AEHF CIP Phase B extension to continue architecture development and risk reduction efforts for AEHF CIP 1a.  AEHF CIP 1a is a software upgrade to increase the number of users that AEHF can support and increase data rates to disadvantaged terminals and improves operational flexibility through coverage areas and modes of operation that support downlink frequency reuse. Analyze CIP 1a payload/Mission Control Segment (MCS) architecture, refine 1a system changes with MCS and terminal segments, and develop a test and evaluation infrastructure.","","","6185d1bc5f5806e0fe25da7862cf5dd0975545ad-0-160e39a872b9ff5b15705ea57a498fe05e8923eb","6185d1bc5f5806e0fe25da7862cf5dd0975545ad","root.record.ProjectList.Project","6185d1bc5f5806e0fe25da7862cf5dd0975545ad-0-b75e3c365b55c6d8e6fab1a58abc5a1122100b28"
"Adv Radar Innovation Fund - S&T (Cong)","","","20.000","Accelerate future capabilities for innovative technologies that show promise for capability enhancements and affordability to enhance current sensor platforms and prepare for future technological advances in a manner that is affordable and flexible.","64416f90ccf53c76fdd9cf82b4011aa5829ef5a5-0-de0ab4e7adf58ecb60995ac05645fc9f9bc37fc2","64416f90ccf53c76fdd9cf82b4011aa5829ef5a5","root.record.ProjectList.Project","64416f90ccf53c76fdd9cf82b4011aa5829ef5a5-2-659beb42c7ad66869e4c4da7b0dd3788ce1ffa49"
"Acquisition Planning and Studies","19.898","Funded the extension of three commercial Broad Agency Announcement studies.  Funded support of the Resilient Basis for Satellite Communications (RBS) in Joint Operations study and other related activities.  The RBS will assess the future of satellite communications within the context of the National Security Space Strategy in the nuclear, contested, and benign operating environments and will focus on worldwide protected and wideband communications services.  Funded Lincoln Laboratories development of a Local Area Sensor System (LASS) processor for a future MILSATCOM satellite.","","","64a950e6ae984e287c0191447fd809547f196e26-0-6a547ba8948ee7612e8199e0b6c09aa5c362ba85","64a950e6ae984e287c0191447fd809547f196e26","root.record.ProjectList.Project","64a950e6ae984e287c0191447fd809547f196e26-0-c6424e29d1051fdc8df28aa6c1d0cec158a582c4"
"Surf ASW SBIR (Cong)","","","7.500","Provide the DESRON Commander, performing the Anti-Submarine Warfare Commander (ASWC) role, the ability to enhance the execution of Surface ASW by enabling net-centric ASW information exchange between assigned units. Currently the ASWC's two primary sensors, Periscope Detection Radar (PDR), SPS-74, and Surface Ship Sonar, AN/SQQ-89A(V)15, only provide data to the installed ship. Sharing this sensor information will dramatically improve the successful execution of the DESRON Commanders ASW mission. This funding will be used to provide engineering services that support integration, testing, evaluation, and certification of the interfaces between the Undersea Warfare - Decision Support System (USW-DSS) Build 2 and above surface ASW sensors. This will be accomplished by executing a formal test plan that includes: formal External Interface Testing (EIT); formal lab-based software certification; and multiple at-sea testing events as part of Development Testing in preparation for Operational Testing Certification.","651ee3454a534375b9b08bd778213fcdb02b57fb-0-8830248e1c64701c615fa2fa99cf0c9a7ebb00fc","651ee3454a534375b9b08bd778213fcdb02b57fb","root.record.ProjectList.Project","651ee3454a534375b9b08bd778213fcdb02b57fb-1-d713c48db5d82ec2bfedacbf812850b3cc06283c"
"Alt and Renew Energy Prog - Cong","3.980","N/A","","","654bafd75e173dcb597d7d4997047fa2950d8da4-0-4f0b2a8861fa6dcca57d6ab6a7aa449e1f523ccf","654bafd75e173dcb597d7d4997047fa2950d8da4","root.record.ProjectList.Project","654bafd75e173dcb597d7d4997047fa2950d8da4-5-881bf426d9c7b8411e7fefe17efff337e3eacb73"
"VH-3/VH-60 (Cong)","","","7.000","N/A","65affabdafc1d05dd4a7c1a56dc7d61e87d57ef3-0-1592049e203d2055961b57016bddd170e1ab7847","65affabdafc1d05dd4a7c1a56dc7d61e87d57ef3","root.record.ProjectList.Project","65affabdafc1d05dd4a7c1a56dc7d61e87d57ef3-3-89c082d9d701ac354fe3b930610fc8e1ce02fcca"
"Classified Add (Cong)","","","100.000","Congressional add.","72bd7519f652ca741da25f896b982f20e372453d-0-1636389a56d33ec9aad7d8766f4ffc4c95f4f40b","72bd7519f652ca741da25f896b982f20e372453d","root.record.ProjectList.Project","72bd7519f652ca741da25f896b982f20e372453d-0-408ad55afa26167c68aa48611ac31a18787da66f"
"ASW Research Prog - Cong","3.980","This effort provided research into sensor development and understanding environmental acoustic clutter and noise (scattering and propagation processes) in shallow and deep water, particularly in the Western Pacific.  Oceanographic institutions conducted research on extensive at-sea experimentation and deployment of long-term sensors on ocean moorings.","5.000","This effort provides research into sensor development and understanding environmental acoustic clutter and noise (scattering and propagation processes) in shallow and deep water, particularly in the Western Pacific.  Additional efforts focus on turbulent and surface wave processes important for ASW signature development.  Oceanographic institutions conduct extensive at-sea experimentation.","76d7ec68a363de7bcb31fad16408eb1e0c644568-0-18ab3fcfe5379a8ebcf5ab92b7b5cc3f7bb20d08","76d7ec68a363de7bcb31fad16408eb1e0c644568","root.record.ProjectList.Project","76d7ec68a363de7bcb31fad16408eb1e0c644568-1-f84aab1d95c105ad1b2784491677bd01b5ce1eb1"
"Industrial Base Innovation Fund","23.878","Program investments in manufacturing technology that: address urgent operational needs; expand domestic manufacturing capacity; and address concerns over limited competition or reliance on foreign sources for certain defense products.  The IBIF programs all serve to address key defense-wide manufacturing science and technology issues, with the additional requirements of addressing surge and/or diminishing material source issues.  In addition, these programs have a clear transition path with implementation on a current platform or one undergoing acquisition targeted to be within 2-3 years of project completion.  The following areas of investment were selected for funding and enable advanced manufacturing production improvements for transparent armor, stealth technology, targeting systems and other key joint defense technologies:•Adaptive Machining – to develop part measurement technology for direct measurement on the tool surface and/or during machining •Automation of Non-destructive Evaluation – to develop automated analysis methods for assessing part quality at reduced labor time and cost•Electro-optical Targeting System Producibility – to develop automated technology for the production of a targeting system, reducing cost and hand labor•Low Observable Producibility – manufacturing scale-up for stealth technology materials•Metals Direct Digital Manufacturing – to advance direct digital manufacturing for metallic structures, reducing lead times for critical parts•Optical Windows – to improve manufacturing capabilities for large aluminum oxynitride (ALON) structures for transparent armor and airborne sensors •Supply chain Technical Data Package – to increase the ability for smooth operation of the defense industrial base supply chain•Connecting American Manufacturing – to create a national-level, integrated framework to enable rapid, high-density, multi-sector brokering between buyers and US suppliersMultiple platforms will benefit from these programs including joint light tactical vehicles (JLTV), mine resistant ambush protected (MRAP) vehicles, F-35, and the Zumwalt class destroyer (DDG-1000).Broad agency announcements and requests for proposals sent to industry for the IBIF topics.  Most projects are in the final stages of procurement or have been awarded.","30.000","Program investments in manufacturing technology that: address urgent operational needs; expand domestic manufacturing capacity; and address concerns over limited competition or reliance on foreign sources for certain defense products.  The IBIF programs all serve to address key defense-wide manufacturing science and technology issues, with the additional requirements of addressing surge and/or diminishing material source issues.  In addition, these programs have a clear transition path with implementation on a current platform or one undergoing acquisition targeted to be within 2-3 years of project completion.","7847c3ea865d1a0d2670a1448ce27dcb7ef99549-0-d6a92154c87597b9c94bde8bbf8b788f686eb82a","7847c3ea865d1a0d2670a1448ce27dcb7ef99549","root.record.ProjectList.Project","7847c3ea865d1a0d2670a1448ce27dcb7ef99549-0-36656629ae5bbbd30ba0d1411797de9901b0881e"
"BLOS C2","115.300","The BLOS C2 initiative was designed to support a CENTCOM Capability Gap and CONPLAN to satisfy a NAVCENT force protection threat.  AF A2Q offered the BLOS C2 architecture as the first instantiation of its RAIN architecture.  AF A3/5 coordinated with USD AT&L.  Twelve month in-theater delivery.  The BLOS C2 architecture leverages existing air and ground platforms with software modified CDL radios to include ROVER. As a result of the software modification (NET-T), this family of CDL radios will establish a battlefield Internet like capability with Type I and AES encryption.","50.000","Continuation of BLOS C2","786e8a04cb14eff50bf00d524a1940167322e760-0-b087d7d5ee42a5b122de07824147de063ce50823","786e8a04cb14eff50bf00d524a1940167322e760","root.record.ProjectList.Project","786e8a04cb14eff50bf00d524a1940167322e760-0-03d1278cfa8982810fad99f6805ed9e21972533d"
"ENTERPRISE SENSING PROTOTYPE (ESP) III","3.963","Congressional add to support Defense Micro-Electronics Agency (DMEA) execution of the Enterprise Sensing Prototype (ESP) for space situational awareness maturation.","","","7aff23119a69ec7244d512df7e9736fa99b632c1-0-2ddf32566db658f1c3cb6cb34541a9a1cd974b0f","7aff23119a69ec7244d512df7e9736fa99b632c1","root.record.ProjectList.Project","7aff23119a69ec7244d512df7e9736fa99b632c1-2-99c5317698af66bbe9b59b362d871672d355e298"
"MIW Modules Prog - Cong","11.939","Due to the oil spill in the Gulf of Mexico in 2010, LCS Mission Module testing planned for Panama City Florida had to be moved to the east coast of Florida.  Provided funding to cover additional costs associated with the testing disruption, including moving the testing range and delays in performing the actual work as well as increased costs associated with Mine Countermeasures Developmental Testing (DT).Established a next generation LCS test bed, which  supports development, demonstration, testing and evaluation of critical technologies to enable rapid introduction of advance warfighting capabilities and workload reduction initiatives required by the LCS mission packages.  Deliverables include: a next generation LCS test bed based on Service-Oriented Architecture (SOA); demonstration of the ease of inserting a SOA-based C2 product such as MCM Supervision of Unmanned Vehicle Mission Management by Interactive Teams (SUMMIT) or USW-DSS with documented metrics in Demonstration Report ; and a prototype of SOA-based Unmanned System Control System for future LCS unmanned systems (surface and underwater vehicles).","","","7c3f9789f5233d4b5e43c898b8aac039fe8664bc-0-08a782cfa0b70904422dc4c7c394ae6a3468ca7b","7c3f9789f5233d4b5e43c898b8aac039fe8664bc","root.record.ProjectList.Project","7c3f9789f5233d4b5e43c898b8aac039fe8664bc-3-f03e05755aa7468d972c03b172458d6f29dd2743"
"LCS MM SBIR (Cong)","","","10.000","Continue development of a next generation LCS test bed, which  supports development, demonstration, testing and evaluation of critical technologies to enable rapid introduction of advance warfighting capabilities and workload reduction initiatives required by the LCS mission packages.  Deliverables include: a next generation LCS test bed based on Service-Oriented Architecture (SOA); demonstration of the ease of inserting a SOA-based C2 product such as MCM Supervision of Unmanned Vehicle Mission Management by Interactive Teams (SUMMIT) or USW-DSS with documented metrics in Demonstration Report ; and a prototype of SOA-based Unmanned System Control System for future LCS unmanned systems (surface and underwater vehicles).","7c3f9789f5233d4b5e43c898b8aac039fe8664bc-1-8e6d10277427159f5ded194407eab9e658a53c7d","7c3f9789f5233d4b5e43c898b8aac039fe8664bc","root.record.ProjectList.Project","7c3f9789f5233d4b5e43c898b8aac039fe8664bc-3-f03e05755aa7468d972c03b172458d6f29dd2743"
"Directed Energy Development and Test","7.959","Engineering and testing of the active stabilization of the LaWS Beam Director, Tracking Mount, and initial Predictive Avoidance Safety System (PASS) on a moving platform during the Fleet's Trident Warrior 11 Sea Trial Initiative (June 2011); system engineering of the Beam Director and Beam Combiner required for shipboard test/demonstration during the Fleet's Trident Warrior 12 Sea Trial Initiative (June 2012); and development/engineering of the LaWS prototype including continued development and integration of the PASS capability, tracking capability/algorithm development and integration, and laser/optics engineering/development/test.  This effort will increase the capability developed as a result of the FY 2010 Laser Weapon System (LaWS) prototype development and test/demonstration.","","","7d2b2fb0bcc1c95ed44973678c7e4a7aa60b50df-0-1725dc988f57d13ec427b257d2e93b0946f65b81","7d2b2fb0bcc1c95ed44973678c7e4a7aa60b50df","root.record.ProjectList.Project","7d2b2fb0bcc1c95ed44973678c7e4a7aa60b50df-0-96857c116bdc1c74d8b60ce0a5b2db70a153ec8d"
"AUTOMATED TEST AND RE-TEST","9.949","ATRT proposals and objectives were prioritized by an Executive Steering Committee (ESC) for the implementation of ATRT by the contractor and to transfer an automated test capability through training to the respective government programs. The projects and tasking selected to receive ATRT start-up dollars are the following:  Combat Systems Integration Testing (CSIT), formally known as Warfare Systems Integration and Interoperability Testing (WSI2T)- NAVSEA) Use ATRT to develop a self-throttling test capability for use in CSIT for Ship Self Defense System (SSDS). AEGIS (Part I) - (PEO IWS) Apply ATRT to at-sea testing analysis to extend coverage of AEGIS 3.2 requirements (combat system level) and update scenario manager to assist with land-based testing for Advanced Capability Build (ACB) 08 and ACB 12 baselines. Integrated Common Processor (ICP) / Acoustic Rapid COTS Insertion (A-RCI) - (PEO LMW/SUB) ICP and A-RCI use common software components from submarine and surface USW systems.  PMS 485 and 401 have developed plan for combined project.  LCS Mission Module (MM)-Seaframe (Part I) - (PEO LMW) Apply ATRT to automate message-based interface testing between LCS MM and Seaframe Combat Management System (CMS).  Focus on MM messaging and minimal required CMS messaging. Development of specifications, standards, and FY12 proposal content. This information will be a product of the future ATRT work group with collaboration from other ATRT users within the community.","","","808c3ad7760885908d025f3b3c07502fb9ed97d5-0-9d0caa690c48d6b01a6696caa0d2d8e08520e9c5","808c3ad7760885908d025f3b3c07502fb9ed97d5","root.record.ProjectList.Project","808c3ad7760885908d025f3b3c07502fb9ed97d5-3-d702c5758746df51478b238776d53d5647e0a0c1"
"Program Increase","0.000","N/A","10.000","Conduct Congressionally-directed effort for Program Increase.","80c399b2f64debbbd1a7a3435de39a9d8f8720e2-0-36a055eb59d8043e39a003c4b4f3859380b37ec5","80c399b2f64debbbd1a7a3435de39a9d8f8720e2","root.record.ProjectList.Project","80c399b2f64debbbd1a7a3435de39a9d8f8720e2-0-1b50554c3a2ee4900e43254ba8b1878dba0eae14"
